[3509, 2480]
[paragraph, [337.0, 381.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 433.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 486.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 538.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 591.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 643.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 696.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 748.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 801.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 853.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 906.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 958.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1011.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1063.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1116.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1168.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1221.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1273.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1326.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1378.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1431.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1483.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1536.0, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [337.0, 1588.5, 1814.0, 52.5], shoonya_0s0SNKOX09NCJ6, 5723787]
[paragraph, [352.0, 1848.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 1900.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 1953.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2005.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2058.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2110.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2163.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2215.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2268.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2320.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2373.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2425.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2478.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2530.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2583.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2635.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2688.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2740.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2793.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2845.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2898.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 2950.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 3003.0, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
[paragraph, [352.0, 3055.5, 1804.0, 52.5], shoonya_3sS7AR8RRSIAWM, 5723787]
