[1387, 987]
[paragraph, [90.0, 97.0, 789.0, 18.0], rFLLmo7Yo-, 5651466]
[paragraph, [90.0, 115.0, 789.0, 18.0], rFLLmo7Yo-, 5651466]
[paragraph, [90.0, 133.0, 789.0, 18.0], rFLLmo7Yo-, 5651466]
[paragraph, [90.0, 151.0, 789.0, 18.0], rFLLmo7Yo-, 5651466]
[paragraph, [90.0, 169.0, 789.0, 18.0], rFLLmo7Yo-, 5651466]
[paragraph, [86.0, 219.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 237.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 255.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 273.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 291.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 309.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 327.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 345.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 363.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 381.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 399.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 417.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 435.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 453.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 471.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 489.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 507.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 525.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 543.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 561.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 579.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 597.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 615.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 633.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 651.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 669.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 687.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 705.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 723.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 741.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 759.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 777.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 795.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 813.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 831.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 849.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 867.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 885.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 903.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 921.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 939.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 957.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 975.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 993.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1011.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1029.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1047.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1065.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1083.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1101.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1119.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1137.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1155.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1173.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1191.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1209.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1227.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1245.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1263.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
[paragraph, [86.0, 1281.0, 804.0, 18.0], shoonya_0s41PQMXWRW5HH, 5651466]
