[1650, 1275]
[section-title, [288.0, 501.0, 255.0, 49.5], vMHzo9fJ7U, 5730309]
[paragraph, [210.0, 579.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 615.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 651.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 687.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 723.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 759.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 795.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 831.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 867.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 903.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 939.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 975.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 1011.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 1047.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 1083.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 1119.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
[paragraph, [210.0, 1155.0, 854.0, 36.0], m_Ka4v5KnD, 5730309]
