[690, 512]
[folio, [191.0, 42.0, 100.0, 18.0], Ik9puXoiIw, 6492250]
[paragraph, [251.0, 64.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 82.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 100.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 118.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 136.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 154.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 172.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 190.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 208.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 226.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 244.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 262.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 280.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 298.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 316.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 334.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 352.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 370.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 388.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 406.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 424.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 442.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 460.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 478.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 496.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 514.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 532.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 550.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 568.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [251.0, 586.0, 211.0, 18.0], o1Vcp-uXGg, 6492250]
[paragraph, [28.0, 68.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 86.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 104.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 122.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 140.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 158.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 176.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 194.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 212.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 230.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 248.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 266.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 284.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 302.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 320.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 338.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 356.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 374.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 392.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 410.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 428.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [28.0, 446.0, 209.0, 18.0], t1p_B4qR7W, 6492250]
[paragraph, [33.0, 480.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 498.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 516.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 534.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 552.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 570.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 588.0, 205.0, 18.0], i2d492A1K5, 6492250]
[paragraph, [33.0, 606.0, 205.0, 18.0], i2d492A1K5, 6492250]
