[2339, 1654]
[paragraph, [181.0, 250.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 286.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 322.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 358.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 394.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 430.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 466.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 502.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 538.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 574.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 610.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 646.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 682.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 718.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 754.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 790.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [181.0, 826.0, 1283.0, 36.0], shoonya_1s53L2JJFSVW09, 5687375]
[paragraph, [182.0, 956.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 992.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1028.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1064.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1100.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1136.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1172.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1208.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1244.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1280.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1316.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1352.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1388.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1424.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1460.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1496.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1532.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1568.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1604.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1640.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1676.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1712.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1748.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1784.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1820.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[paragraph, [182.0, 1856.0, 1283.0, 36.0], shoonya_0sY59RO59SIVCZ, 5687375]
[reference, [193.0, 1977.0, 459.0, 36.0], shoonya_2s8MLYQBNE7D4V, 5687375]
[reference, [193.0, 2013.0, 459.0, 36.0], shoonya_2s8MLYQBNE7D4V, 5687375]
[reference, [193.0, 2049.0, 459.0, 36.0], shoonya_2s8MLYQBNE7D4V, 5687375]
