[864, 612]
[paragraph, [56.0, 67.0, 499.0, 18.0], shoonya_2s6ERHM4MM5PT1, 5717654]
[paragraph, [56.0, 85.0, 499.0, 18.0], shoonya_2s6ERHM4MM5PT1, 5717654]
[ordered-list, [59.0, 121.0, 496.0, 18.0], GOyp8YdaTP, 5717654]
[ordered-list, [59.0, 139.0, 496.0, 18.0], GOyp8YdaTP, 5717654]
[ordered-list, [59.0, 157.0, 496.0, 18.0], GOyp8YdaTP, 5717654]
[ordered-list, [61.0, 193.0, 490.0, 18.0], SVV-UwKs4l, 5717654]
[ordered-list, [61.0, 211.0, 490.0, 18.0], SVV-UwKs4l, 5717654]
[ordered-list, [59.0, 287.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 305.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 323.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 341.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 359.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 377.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 395.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 413.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 431.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 449.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 467.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 485.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 503.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 521.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 539.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 557.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 575.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 593.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 611.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 629.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 647.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 665.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 683.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 701.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 719.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 737.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[ordered-list, [59.0, 755.0, 500.0, 18.0], YK9Eh1AmuB, 5717654]
[sub-ordered-list, [66.0, 290.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 308.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 326.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 344.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 362.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 380.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 398.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [66.0, 416.0, 486.0, 18.0], wdWTDT2B4_, 5717654]
[sub-ordered-list, [60.0, 449.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 467.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 485.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 503.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 521.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 539.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 557.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 575.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 593.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 611.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 629.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 647.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 665.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
[sub-ordered-list, [60.0, 683.0, 494.0, 18.0], jZzfWWvHSB, 5717654]
