[1425, 1088]
[section-title, [138.0, 107.0, 425.0, 30.0], 2kcesk3dRW, 5759178]
[unordered-list, [135.0, 172.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 190.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 208.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 226.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 244.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 262.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 280.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 298.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 316.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 334.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 352.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 370.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 388.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 406.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 424.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 442.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 460.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 478.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 496.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 514.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[unordered-list, [135.0, 532.0, 580.0, 18.0], shoonya_10sFQAGCFJQQB8, 5759178]
[figure-caption, [769.0, 556.0, 126.0, 18.0], shoonya_6s8IQV1MUHD9YZ, 5759178]
[section-title, [245.0, 635.0, 171.0, 30.0], eVVGcRYu4l, 5759178]
[paragraph, [154.0, 684.0, 819.0, 18.0], shoonya_8s2XC79K4C4F03, 5759178]
[paragraph, [154.0, 702.0, 819.0, 18.0], shoonya_8s2XC79K4C4F03, 5759178]
[paragraph, [154.0, 720.0, 819.0, 18.0], shoonya_8s2XC79K4C4F03, 5759178]
[section-title, [235.0, 800.0, 152.0, 30.0], RqnwG3oay8, 5759178]
[paragraph, [133.0, 881.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 899.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 917.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 935.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 953.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 971.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 989.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 1007.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[paragraph, [133.0, 1025.0, 856.0, 18.0], shoonya_2s3AVZQ4VO2BF0, 5759178]
[figure-caption, [224.0, 1275.0, 163.0, 18.0], FZDFuBBTR-, 5759178]
[figure-caption, [541.0, 1276.0, 267.0, 18.0], shoonya_9sMFAVPYI129FV, 5759178]
[folio, [817.0, 1342.0, 169.0, 18.0], shoonya_7sJ6PV6REG6WUN, 5759178]
[folio, [817.0, 1360.0, 169.0, 18.0], shoonya_7sJ6PV6REG6WUN, 5759178]
