[792, 612]
[chapter-title, [235.0, 43.0, 154.0, 30.0], 1dJNknO4qC, 5744884]
[paragraph, [103.0, 189.0, 422.0, 18.0], ZDtXwFpwHU, 5744884]
[paragraph, [103.0, 207.0, 422.0, 18.0], ZDtXwFpwHU, 5744884]
[paragraph, [100.0, 241.0, 424.0, 18.0], shoonya_4sXCDM1ZQMFIBT, 5744884]
[paragraph, [100.0, 259.0, 424.0, 18.0], shoonya_4sXCDM1ZQMFIBT, 5744884]
[paragraph, [100.0, 277.0, 424.0, 18.0], shoonya_4sXCDM1ZQMFIBT, 5744884]
[paragraph, [100.0, 295.0, 424.0, 18.0], shoonya_4sXCDM1ZQMFIBT, 5744884]
[ordered-list, [81.0, 336.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 354.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 372.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 390.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 408.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 426.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 444.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 462.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 480.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 498.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 516.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 534.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 552.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 570.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [81.0, 588.0, 132.0, 18.0], shoonya_2sVBY6FIG7WG0V, 5744884]
[ordered-list, [249.0, 339.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 357.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 375.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 393.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 411.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 429.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 447.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 465.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 483.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 501.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 519.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 537.0, 202.0, 18.0], jljW27j4Bz, 5744884]
[ordered-list, [249.0, 555.0, 202.0, 18.0], jljW27j4Bz, 5744884]
