[1347, 847]
[section-title, [122.0, 28.0, 598.0, 30.0], 4bccmYY_Qh, 5661083]
[section-title, [122.0, 58.0, 598.0, 30.0], 4bccmYY_Qh, 5661083]
[section-title, [122.0, 88.0, 598.0, 30.0], 4bccmYY_Qh, 5661083]
[paragraph, [34.0, 136.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 154.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 172.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 190.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 208.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 226.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 244.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 262.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 280.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 298.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 316.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 334.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 352.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 370.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 388.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 406.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 424.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 442.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 460.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [34.0, 478.0, 768.0, 18.0], shoonya_0sB7JWSHSIU5ST, 5661083]
[paragraph, [38.0, 501.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 519.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 537.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 555.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 573.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 591.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 609.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 627.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 645.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 663.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 681.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 699.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 717.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 735.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 753.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 771.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 789.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 807.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 825.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 843.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 861.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 879.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 897.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 915.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [38.0, 933.0, 763.0, 18.0], FAH6fA68Od, 5661083]
[paragraph, [34.0, 968.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 986.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1004.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1022.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1040.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1058.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1076.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1094.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1112.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1130.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1148.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[paragraph, [34.0, 1166.0, 770.0, 18.0], IsUf4dLLmn, 5661083]
[author, [42.0, 1212.0, 209.0, 18.0], shoonya_1sJFQ1R8PUF53M, 5661083]
[author, [42.0, 1230.0, 209.0, 18.0], shoonya_1sJFQ1R8PUF53M, 5661083]
[folio, [5.0, 1264.0, 841.0, 18.0], J4G-RY3cqK, 5661083]
[folio, [5.0, 1282.0, 841.0, 18.0], J4G-RY3cqK, 5661083]
[folio, [5.0, 1300.0, 841.0, 18.0], J4G-RY3cqK, 5661083]
[website-link, [158.0, 1302.0, 217.0, 18.0], 4PzHz1eem_, 5661083]
[website-link, [486.0, 1303.0, 200.0, 18.0], nczkojSkTu, 5661083]
