[581, 402]
[section-title, [143.0, 84.0, 123.0, 30.0], 8b3iYgDy5h, 6495847]
[paragraph, [45.0, 138.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [45.0, 156.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [45.0, 174.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [45.0, 192.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [45.0, 210.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [45.0, 228.0, 312.0, 18.0], shoonya_0sU0XINKSYXTMY, 6495847]
[paragraph, [43.0, 262.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [43.0, 280.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [43.0, 298.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [43.0, 316.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [43.0, 334.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [43.0, 352.0, 315.0, 18.0], JbtRQS9q8S, 6495847]
[paragraph, [46.0, 381.0, 310.0, 18.0], z74cPa2QFy, 6495847]
[paragraph, [46.0, 399.0, 310.0, 18.0], z74cPa2QFy, 6495847]
[paragraph, [46.0, 417.0, 310.0, 18.0], z74cPa2QFy, 6495847]
[paragraph, [46.0, 435.0, 310.0, 18.0], z74cPa2QFy, 6495847]
[paragraph, [46.0, 469.0, 312.0, 18.0], icpHJAt2vy, 6495847]
[paragraph, [46.0, 487.0, 312.0, 18.0], icpHJAt2vy, 6495847]
[paragraph, [65.0, 516.0, 291.0, 18.0], DvAgS8D8Ma, 6495847]
