[2337, 1642]
[paragraph, [144.0, 143.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 179.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 215.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 251.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 287.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 323.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 359.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 395.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 431.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 467.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 503.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 539.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 575.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 611.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 647.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 683.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 719.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 755.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 791.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [144.0, 827.0, 1357.0, 36.0], shoonya_0sHHQNBF3V3W67, 5752775]
[paragraph, [140.0, 924.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 960.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 996.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1032.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1068.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1104.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1140.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1176.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1212.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1248.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1284.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1320.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1356.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1392.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1428.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1464.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1500.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1536.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1572.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1608.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1644.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1680.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1716.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1752.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1788.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1824.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [140.0, 1860.0, 1361.0, 36.0], shoonya_2sR8O4URN5NLK3, 5752775]
[paragraph, [143.0, 1941.0, 1354.0, 36.0], NGpcyN6B_H, 5752775]
[paragraph, [143.0, 1977.0, 1354.0, 36.0], NGpcyN6B_H, 5752775]
[paragraph, [143.0, 2013.0, 1354.0, 36.0], NGpcyN6B_H, 5752775]
[paragraph, [143.0, 2049.0, 1354.0, 36.0], NGpcyN6B_H, 5752775]
[website-link, [548.0, 2250.0, 535.0, 18.0], Sr8KJHw4MD, 5752775]
[website-link, [548.0, 2268.0, 535.0, 18.0], Sr8KJHw4MD, 5752775]
[website-link, [548.0, 2286.0, 535.0, 18.0], Sr8KJHw4MD, 5752775]
[website-link, [548.0, 2304.0, 535.0, 18.0], Sr8KJHw4MD, 5752775]
