[2107, 1577]
[folio, [37.0, 19.0, 196.0, 36.0], Y3OBwTRRoj, 5712473]
[paragraph, [43.0, 98.0, 686.0, 36.0], shoonya_0sCYAPSR5KVFXB, 5712473]
[paragraph, [769.0, 105.0, 705.0, 36.0], shoonya_15sZ7SFYKHQISL, 5712473]
[paragraph, [769.0, 141.0, 705.0, 36.0], shoonya_15sZ7SFYKHQISL, 5712473]
[paragraph, [769.0, 177.0, 705.0, 36.0], shoonya_15sZ7SFYKHQISL, 5712473]
[paragraph, [769.0, 213.0, 705.0, 36.0], shoonya_15sZ7SFYKHQISL, 5712473]
[paragraph, [43.0, 144.0, 723.0, 36.0], shoonya_1s35HWBG9A1YH9, 5712473]
[paragraph, [43.0, 180.0, 723.0, 36.0], shoonya_1s35HWBG9A1YH9, 5712473]
[paragraph, [43.0, 216.0, 723.0, 36.0], shoonya_1s35HWBG9A1YH9, 5712473]
[paragraph, [768.0, 255.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 291.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 327.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 363.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 399.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 435.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [768.0, 471.0, 708.0, 36.0], shoonya_16sQHO5IGEUE51, 5712473]
[paragraph, [42.0, 282.0, 732.0, 36.0], shoonya_2sVX962EEDK46Z, 5712473]
[paragraph, [42.0, 318.0, 732.0, 36.0], shoonya_2sVX962EEDK46Z, 5712473]
[paragraph, [42.0, 354.0, 732.0, 36.0], shoonya_2sVX962EEDK46Z, 5712473]
[paragraph, [42.0, 390.0, 732.0, 36.0], shoonya_2sVX962EEDK46Z, 5712473]
[paragraph, [42.0, 426.0, 732.0, 36.0], shoonya_2sVX962EEDK46Z, 5712473]
[paragraph, [43.0, 485.0, 727.0, 36.0], shoonya_3sA9ZPAHKISHMH, 5712473]
[paragraph, [43.0, 521.0, 727.0, 36.0], shoonya_3sA9ZPAHKISHMH, 5712473]
[paragraph, [43.0, 557.0, 727.0, 36.0], shoonya_3sA9ZPAHKISHMH, 5712473]
[paragraph, [43.0, 593.0, 727.0, 36.0], shoonya_3sA9ZPAHKISHMH, 5712473]
[paragraph, [773.0, 512.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 548.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 584.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 620.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 656.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 692.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [773.0, 728.0, 704.0, 36.0], shoonya_18sLOCAGHHQTAP, 5712473]
[paragraph, [47.0, 653.0, 713.0, 36.0], shoonya_11sGTSYLL30ZLE, 5712473]
[paragraph, [47.0, 689.0, 713.0, 36.0], shoonya_11sGTSYLL30ZLE, 5712473]
[paragraph, [45.0, 724.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [45.0, 760.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [45.0, 796.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [45.0, 832.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [45.0, 868.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [45.0, 904.0, 717.0, 36.0], shoonya_4sSWXZEYLPIRNO, 5712473]
[paragraph, [767.0, 781.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [767.0, 817.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [767.0, 853.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [767.0, 889.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [767.0, 925.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [767.0, 961.0, 708.0, 36.0], f4aDxMaEuL, 5712473]
[paragraph, [44.0, 966.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
[paragraph, [44.0, 1002.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
[paragraph, [44.0, 1038.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
[paragraph, [44.0, 1074.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
[paragraph, [44.0, 1110.0, 716.0, 36.0], shoonya_5sAOYK0E4SUIA7, 5712473]
