[1650, 1275]
[section-title, [245.0, 125.0, 183.0, 49.5], TQKDNhvUhv, 6471333]
[paragraph, [237.0, 192.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 228.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 264.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 300.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 336.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 372.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 408.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 444.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 480.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 516.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 552.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 588.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 624.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [237.0, 660.0, 869.0, 36.0], shoonya_0sJCPL1IDFAJR0, 6471333]
[paragraph, [241.0, 731.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 767.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 803.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 839.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 875.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 911.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 947.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 983.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 1019.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 1055.0, 873.0, 36.0], Zy5yA2dnaW, 6471333]
[paragraph, [241.0, 1109.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1145.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1181.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1217.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1253.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1289.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
[paragraph, [241.0, 1325.0, 866.0, 36.0], sYXf6xaJlD, 6471333]
