[644, 393]
[chapter-title, [113.0, 31.0, 174.0, 30.0], shoonya_0sICSI8BRSICG8, 6459247]
[paragraph, [123.0, 112.0, 149.0, 18.0], D9eYHq10tf, 6459247]
[paragraph, [87.0, 137.0, 217.0, 18.0], 0jN1GCOtBa, 6459247]
[paragraph, [87.0, 155.0, 217.0, 18.0], 0jN1GCOtBa, 6459247]
[paragraph, [29.0, 187.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 205.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 223.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 241.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 259.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 277.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [29.0, 295.0, 327.0, 18.0], KsLGb5WnoF, 6459247]
[paragraph, [31.0, 321.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [31.0, 339.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [31.0, 357.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [31.0, 375.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [31.0, 393.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [31.0, 411.0, 329.0, 18.0], kZS9drzpWH, 6459247]
[paragraph, [30.0, 440.0, 330.0, 18.0], NUpXz2yAWh, 6459247]
[paragraph, [30.0, 458.0, 330.0, 18.0], NUpXz2yAWh, 6459247]
[paragraph, [30.0, 476.0, 330.0, 18.0], NUpXz2yAWh, 6459247]
[paragraph, [30.0, 494.0, 330.0, 18.0], NUpXz2yAWh, 6459247]
[paragraph, [61.0, 528.0, 297.0, 18.0], 4_FPu8mz7X, 6459247]
[paragraph, [61.0, 546.0, 297.0, 18.0], 4_FPu8mz7X, 6459247]
[paragraph, [84.0, 571.0, 226.0, 18.0], Q6qXvhasVM, 6459247]
[paragraph, [84.0, 589.0, 226.0, 18.0], Q6qXvhasVM, 6459247]
