[2200, 1700]
[paragraph, [370.0, 101.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 137.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 173.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 209.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 245.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 281.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 317.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 353.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 389.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 425.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 461.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 497.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 533.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 569.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 605.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 641.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 677.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 713.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 749.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 785.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 821.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 857.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 893.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 929.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 965.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1001.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1037.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1073.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1109.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1145.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1181.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1217.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1253.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1289.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1325.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [370.0, 1361.0, 1138.0, 36.0], shoonya_1sK99RYEHF50TD, 5734591]
[paragraph, [373.0, 1415.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1451.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1487.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1523.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1559.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1595.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1631.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1667.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1703.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1739.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1775.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1811.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1847.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1883.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [373.0, 1919.0, 1135.0, 36.0], shoonya_0s2SPFMW1EKJ63, 5734591]
[paragraph, [374.0, 1973.0, 1129.0, 36.0], shoonya_2s1IN2E9HUUYBD, 5734591]
[paragraph, [374.0, 2009.0, 1129.0, 36.0], shoonya_2s1IN2E9HUUYBD, 5734591]
