[1951, 1219]
[chapter-title, [470.0, 402.0, 234.0, 58.5], lLrWhUI-1r, 5682692]
[paragraph, [108.0, 577.0, 977.0, 36.0], shoonya_0sI4FNLEQU5Z03, 5682692]
[paragraph, [108.0, 613.0, 977.0, 36.0], shoonya_0sI4FNLEQU5Z03, 5682692]
[paragraph, [108.0, 649.0, 977.0, 36.0], shoonya_0sI4FNLEQU5Z03, 5682692]
[paragraph, [108.0, 685.0, 977.0, 36.0], shoonya_0sI4FNLEQU5Z03, 5682692]
[paragraph, [107.0, 757.0, 979.0, 36.0], dL-ZWydgjO, 5682692]
[paragraph, [107.0, 793.0, 979.0, 36.0], dL-ZWydgjO, 5682692]
[paragraph, [107.0, 829.0, 979.0, 36.0], dL-ZWydgjO, 5682692]
[paragraph, [107.0, 865.0, 979.0, 36.0], dL-ZWydgjO, 5682692]
[paragraph, [112.0, 941.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 977.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1013.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1049.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1085.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1121.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1157.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1193.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1229.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1265.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1301.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [112.0, 1337.0, 978.0, 36.0], weE-eNWiyv, 5682692]
[paragraph, [111.0, 1417.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1453.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1489.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1525.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1561.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1597.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1633.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1669.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [111.0, 1705.0, 984.0, 36.0], 0V9uHrGVls, 5682692]
[paragraph, [207.0, 1772.0, 886.0, 36.0], AlCE_4OOhG, 5682692]
