[1259, 909]
[chapter-title, [274.0, 42.0, 249.0, 30.0], 5Mgt57gclS, 5776617]
[paragraph, [86.0, 80.0, 624.0, 18.0], shoonya_14sN02OJOSMYVH, 5776617]
[paragraph, [86.0, 98.0, 624.0, 18.0], shoonya_14sN02OJOSMYVH, 5776617]
[paragraph, [112.0, 133.0, 543.0, 18.0], shoonya_15s10FUIH0WFI8, 5776617]
[paragraph, [115.0, 159.0, 384.0, 18.0], shoonya_12sF056MMHRMPV, 5776617]
[paragraph, [115.0, 182.0, 449.0, 18.0], shoonya_11sE5M3CJXVOQP, 5776617]
[paragraph, [94.0, 208.0, 616.0, 18.0], shoonya_10sNDJK2T8L91P, 5776617]
[paragraph, [94.0, 226.0, 616.0, 18.0], shoonya_10sNDJK2T8L91P, 5776617]
[paragraph, [94.0, 244.0, 616.0, 18.0], shoonya_10sNDJK2T8L91P, 5776617]
[paragraph, [112.0, 255.0, 94.0, 18.0], shoonya_13sI1DMTAG1Y55, 5776617]
[paragraph, [90.0, 281.0, 618.0, 18.0], shoonya_6sRIPIHZ98PGM7, 5776617]
[paragraph, [90.0, 299.0, 618.0, 18.0], shoonya_6sRIPIHZ98PGM7, 5776617]
[paragraph, [114.0, 330.0, 369.0, 18.0], shoonya_9sT3BH1NPVCXF1, 5776617]
[paragraph, [112.0, 356.0, 186.0, 18.0], shoonya_7s157H9PX6B5AO, 5776617]
[paragraph, [92.0, 381.0, 618.0, 18.0], shoonya_5sZDY63MTA9CPZ, 5776617]
[paragraph, [92.0, 399.0, 618.0, 18.0], shoonya_5sZDY63MTA9CPZ, 5776617]
[paragraph, [92.0, 432.0, 620.0, 18.0], shoonya_4sREABLLCH8QOD, 5776617]
[paragraph, [92.0, 450.0, 620.0, 18.0], shoonya_4sREABLLCH8QOD, 5776617]
[paragraph, [92.0, 468.0, 620.0, 18.0], shoonya_4sREABLLCH8QOD, 5776617]
[paragraph, [115.0, 505.0, 498.0, 18.0], shoonya_8s688QO7SN86ZQ, 5776617]
[paragraph, [92.0, 533.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [92.0, 551.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [92.0, 569.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [92.0, 587.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [92.0, 605.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [92.0, 623.0, 623.0, 18.0], shoonya_2sJITCU7HA71CR, 5776617]
[paragraph, [94.0, 651.0, 625.0, 18.0], shoonya_3sJ4QBQLNAMH3G, 5776617]
[paragraph, [94.0, 669.0, 625.0, 18.0], shoonya_3sJ4QBQLNAMH3G, 5776617]
[paragraph, [94.0, 687.0, 625.0, 18.0], shoonya_3sJ4QBQLNAMH3G, 5776617]
[paragraph, [94.0, 701.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 719.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 737.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 755.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 773.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 791.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 809.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 827.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 845.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 863.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 881.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 899.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 917.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 935.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [94.0, 953.0, 625.0, 18.0], shoonya_0s37F1CQ5PLRBA, 5776617]
[paragraph, [95.0, 973.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
[paragraph, [95.0, 991.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
[paragraph, [95.0, 1009.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
[paragraph, [95.0, 1027.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
[paragraph, [95.0, 1045.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
[paragraph, [95.0, 1063.0, 627.0, 18.0], shoonya_1sJADJILL2A5TT, 5776617]
