[2337, 1642]
[paragraph, [141.0, 159.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [141.0, 195.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [141.0, 231.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [141.0, 267.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [141.0, 303.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [141.0, 339.0, 1364.0, 36.0], shoonya_3sOMRIPX9OOJ31, 5752441]
[paragraph, [145.0, 441.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 477.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 513.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 549.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 585.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 621.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 657.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 693.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 729.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 765.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 801.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 837.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 873.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 909.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 945.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 981.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1017.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1053.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1089.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1125.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1161.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1197.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1233.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1269.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1305.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1341.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1377.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1413.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [145.0, 1449.0, 1355.0, 36.0], shoonya_2s6DU4C3QPD7TJ, 5752441]
[paragraph, [139.0, 1535.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1571.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1607.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1643.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1679.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1715.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1751.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1787.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1823.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1859.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1895.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1931.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 1967.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 2003.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 2039.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[paragraph, [139.0, 2075.0, 1361.0, 36.0], shoonya_1sHXNKE0A6Y95P, 5752441]
[website-link, [548.0, 2248.0, 548.0, 18.0], G1YALYNLtF, 5752441]
[website-link, [548.0, 2266.0, 548.0, 18.0], G1YALYNLtF, 5752441]
[website-link, [548.0, 2284.0, 548.0, 18.0], G1YALYNLtF, 5752441]
[website-link, [548.0, 2302.0, 548.0, 18.0], G1YALYNLtF, 5752441]
