[2339, 1653]
[paragraph, [235.0, 203.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 239.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 275.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 311.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 347.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 383.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 419.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 455.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 491.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [235.0, 527.0, 1191.0, 36.0], shoonya_0s2RGEQ7OQTX5N, 5685876]
[paragraph, [431.0, 585.0, 667.0, 36.0], shoonya_4sS1YA5XKATXKF, 5685876]
[paragraph, [431.0, 621.0, 667.0, 36.0], shoonya_4sS1YA5XKATXKF, 5685876]
[paragraph, [431.0, 657.0, 667.0, 36.0], shoonya_4sS1YA5XKATXKF, 5685876]
[paragraph, [431.0, 693.0, 667.0, 36.0], shoonya_4sS1YA5XKATXKF, 5685876]
[reference, [1107.0, 692.0, 194.0, 36.0], h4l1A3eptS, 5685876]
[paragraph, [230.0, 780.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 816.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 852.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 888.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 924.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 960.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 996.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1032.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1068.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1104.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1140.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1176.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1212.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[paragraph, [230.0, 1248.0, 1185.0, 36.0], shoonya_2sAYKB6QK0NAQB, 5685876]
[section-title, [236.0, 1308.0, 117.0, 52.5], lVJmVghAWT, 5685876]
[paragraph, [237.0, 1381.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1417.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1453.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1489.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1525.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1561.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1597.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1633.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1669.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1705.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1741.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1777.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1813.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1849.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1885.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [237.0, 1921.0, 1174.0, 36.0], shoonya_1s8YSM8VSN7FI9, 5685876]
[paragraph, [610.0, 1977.0, 428.0, 36.0], Ez8RFKn0eV, 5685876]
[paragraph, [610.0, 2013.0, 428.0, 36.0], Ez8RFKn0eV, 5685876]
[paragraph, [610.0, 2049.0, 428.0, 36.0], Ez8RFKn0eV, 5685876]
