[2234, 1660]
[section-title, [58.0, 157.0, 145.0, 52.5], jsXnct7ClP, 5654477]
[chapter-title, [436.0, 447.0, 836.0, 70.5], shoonya_7sTQ80YG4E8LJO, 5654477]
[author, [712.0, 584.0, 266.0, 36.0], shoonya_10sQIHIBXVIODR, 5654477]
[paragraph, [74.0, 691.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 727.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 763.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 799.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 835.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 871.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 907.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 943.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 979.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1015.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1051.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1087.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1123.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1159.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1195.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1231.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1267.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1303.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1339.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1375.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1411.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1447.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[paragraph, [74.0, 1483.0, 765.0, 36.0], shoonya_0s8LWE91P5I2RI, 5654477]
[figure-caption, [1101.0, 724.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 760.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 796.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 832.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 868.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 904.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 940.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[figure-caption, [1101.0, 976.0, 521.0, 36.0], shoonya_6s9VJM1TSK2PJH, 5654477]
[paragraph, [852.0, 1045.0, 772.0, 36.0], shoonya_4sB7PCOLC2Y03J, 5654477]
[paragraph, [852.0, 1081.0, 772.0, 36.0], shoonya_4sB7PCOLC2Y03J, 5654477]
[paragraph, [852.0, 1117.0, 772.0, 36.0], shoonya_4sB7PCOLC2Y03J, 5654477]
[paragraph, [852.0, 1153.0, 772.0, 36.0], shoonya_4sB7PCOLC2Y03J, 5654477]
[paragraph, [852.0, 1189.0, 772.0, 36.0], shoonya_4sB7PCOLC2Y03J, 5654477]
[paragraph, [856.0, 1236.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1272.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1308.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1344.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1380.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1416.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1452.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1488.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1524.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1560.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1596.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1632.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1668.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1704.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1740.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1776.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1812.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1848.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1884.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1920.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [856.0, 1956.0, 767.0, 36.0], shoonya_1sED6DL17856CU, 5654477]
[paragraph, [101.0, 1520.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1556.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1592.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1628.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1664.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1700.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [101.0, 1736.0, 728.0, 36.0], shoonya_2s41IDCGTQBYHI, 5654477]
[paragraph, [91.0, 1790.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 1826.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 1862.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 1898.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 1934.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 1970.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 2006.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [91.0, 2042.0, 762.0, 36.0], shoonya_3sBO6Q3GTOTH5W, 5654477]
[paragraph, [905.0, 2014.0, 433.0, 36.0], shoonya_12s06D618V8BLS, 5654477]
[paragraph, [905.0, 2050.0, 433.0, 36.0], shoonya_12s06D618V8BLS, 5654477]
[paragraph, [905.0, 2086.0, 433.0, 36.0], shoonya_12s06D618V8BLS, 5654477]
[folio, [698.0, 2145.0, 261.0, 36.0], R3vNQwNFQD, 5654477]
[footnote, [426.0, 2193.0, 776.0, 36.0], ZAd120RWLK, 5654477]
