[1650, 1000]
[section-title, [448.0, 59.0, 111.0, 49.5], nzhnReeqlf, 5732360]
[chapter-title, [245.0, 122.0, 516.0, 58.5], shoonya_5s1MLM5P8XZ9NX, 5732360]
[paragraph, [74.0, 203.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [74.0, 239.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [74.0, 275.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [74.0, 311.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [74.0, 347.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [74.0, 383.0, 860.0, 36.0], shoonya_2s3ZBCRY5OD2NJ, 5732360]
[paragraph, [71.0, 457.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 493.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 529.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 565.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 601.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 637.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 673.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 709.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 745.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 781.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 817.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [71.0, 853.0, 851.0, 36.0], shoonya_1s479SIQVD78TN, 5732360]
[paragraph, [68.0, 905.0, 855.0, 36.0], shoonya_3sKIACE6D8ZVVG, 5732360]
[paragraph, [68.0, 941.0, 855.0, 36.0], shoonya_3sKIACE6D8ZVVG, 5732360]
[paragraph, [68.0, 977.0, 855.0, 36.0], shoonya_3sKIACE6D8ZVVG, 5732360]
[paragraph, [68.0, 1013.0, 855.0, 36.0], shoonya_3sKIACE6D8ZVVG, 5732360]
[paragraph, [68.0, 1049.0, 855.0, 36.0], shoonya_3sKIACE6D8ZVVG, 5732360]
[paragraph, [63.0, 1107.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1143.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1179.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1215.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1251.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1287.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1323.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1359.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1395.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [63.0, 1431.0, 853.0, 36.0], shoonya_0s2K8RRR0OK6BB, 5732360]
[paragraph, [127.0, 1476.0, 770.0, 36.0], shoonya_6sP4C6O0L7G2OS, 5732360]
