[1259, 853]
[section-title, [350.0, 85.0, 140.0, 30.0], 6KYBwdbFZr, 5719281]
[paragraph, [73.0, 144.0, 696.0, 18.0], shoonya_0sNUDF32R81XYY, 5719281]
[paragraph, [73.0, 162.0, 696.0, 18.0], shoonya_0sNUDF32R81XYY, 5719281]
[paragraph, [73.0, 180.0, 696.0, 18.0], shoonya_0sNUDF32R81XYY, 5719281]
[paragraph, [89.0, 213.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 231.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 249.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 267.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 285.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 303.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[paragraph, [89.0, 321.0, 687.0, 18.0], qtt7_wQ0IJ, 5719281]
[sidebar, [678.0, 310.0, 95.0, 18.0], wd2SfYejLq, 5719281]
[paragraph, [72.0, 353.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 371.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 389.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 407.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 425.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 443.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 461.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [72.0, 479.0, 707.0, 18.0], IEorkj2WzK, 5719281]
[paragraph, [93.0, 513.0, 681.0, 18.0], rFiVq1pIND, 5719281]
[paragraph, [93.0, 531.0, 681.0, 18.0], rFiVq1pIND, 5719281]
[paragraph, [93.0, 549.0, 681.0, 18.0], rFiVq1pIND, 5719281]
[sidebar, [686.0, 545.0, 83.0, 18.0], jMRlvE4Zic, 5719281]
[paragraph, [79.0, 587.0, 694.0, 18.0], HLr21wTtqa, 5719281]
[paragraph, [79.0, 605.0, 694.0, 18.0], HLr21wTtqa, 5719281]
[paragraph, [79.0, 623.0, 694.0, 18.0], HLr21wTtqa, 5719281]
[paragraph, [88.0, 650.0, 686.0, 18.0], CqIuTVCzSE, 5719281]
[paragraph, [88.0, 668.0, 686.0, 18.0], CqIuTVCzSE, 5719281]
[paragraph, [88.0, 686.0, 686.0, 18.0], CqIuTVCzSE, 5719281]
[paragraph, [88.0, 704.0, 686.0, 18.0], CqIuTVCzSE, 5719281]
[paragraph, [88.0, 722.0, 686.0, 18.0], CqIuTVCzSE, 5719281]
[sidebar, [686.0, 717.0, 86.0, 18.0], jtUv3-CztC, 5719281]
[paragraph, [75.0, 750.0, 699.0, 18.0], bRMOj68ebG, 5719281]
[paragraph, [75.0, 768.0, 699.0, 18.0], bRMOj68ebG, 5719281]
[paragraph, [75.0, 786.0, 699.0, 18.0], bRMOj68ebG, 5719281]
[paragraph, [75.0, 804.0, 699.0, 18.0], bRMOj68ebG, 5719281]
[paragraph, [75.0, 822.0, 699.0, 18.0], bRMOj68ebG, 5719281]
[paragraph, [80.0, 850.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[paragraph, [80.0, 868.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[paragraph, [80.0, 886.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[paragraph, [80.0, 904.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[paragraph, [80.0, 922.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[paragraph, [80.0, 940.0, 691.0, 18.0], vtwByXKbCa, 5719281]
[sidebar, [674.0, 941.0, 93.0, 18.0], 3j2T-zLz1Y, 5719281]
[paragraph, [74.0, 980.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 998.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 1016.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 1034.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 1052.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 1070.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [74.0, 1088.0, 699.0, 18.0], wLIj15tBL4, 5719281]
[paragraph, [90.0, 1112.0, 684.0, 18.0], db9lfRNBi8, 5719281]
[paragraph, [90.0, 1130.0, 684.0, 18.0], db9lfRNBi8, 5719281]
[paragraph, [90.0, 1148.0, 684.0, 18.0], db9lfRNBi8, 5719281]
[sidebar, [688.0, 1144.0, 83.0, 18.0], yxB8zi6okH, 5719281]
[folio, [427.0, 1190.0, 425.0, 18.0], CTdPrwj-E_, 5719281]
[folio, [427.0, 1208.0, 425.0, 18.0], CTdPrwj-E_, 5719281]
[folio, [427.0, 1226.0, 425.0, 18.0], CTdPrwj-E_, 5719281]
