[1468, 909]
[headline, [76.0, 71.0, 146.0, 25.5], A5pPGNlmXC, 5769982]
[sub-headline, [203.0, 120.0, 495.0, 25.5], xmh3B3yZhL, 5769982]
[sub-headline, [203.0, 145.5, 495.0, 25.5], xmh3B3yZhL, 5769982]
[sub-headline, [203.0, 171.0, 495.0, 25.5], xmh3B3yZhL, 5769982]
[author, [359.0, 199.0, 215.0, 18.0], G8tTk6e20A, 5769982]
[author, [359.0, 217.0, 215.0, 18.0], G8tTk6e20A, 5769982]
[author, [359.0, 235.0, 215.0, 18.0], G8tTk6e20A, 5769982]
[paragraph, [455.0, 293.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 311.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 329.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 347.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 365.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 383.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 401.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 419.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 437.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 455.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 473.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 491.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 509.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [455.0, 527.0, 379.0, 18.0], QHqPL3H7lO, 5769982]
[paragraph, [76.0, 298.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 316.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 334.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 352.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 370.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 388.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 406.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 424.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 442.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 460.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 478.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 496.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 514.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 532.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 550.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 568.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 586.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 604.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 622.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 640.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 658.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 676.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 694.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 712.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
[paragraph, [76.0, 730.0, 367.0, 18.0], shoonya_0sLTTKEES2WPV5, 5769982]
