[1806, 1262]
[folio, [699.0, 99.0, 399.0, 36.0], shoonya_8sYB7YR9XOYVK7, 5681356]
[paragraph, [100.0, 184.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 220.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 256.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 292.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 328.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 364.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 400.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 436.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 472.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [100.0, 508.0, 503.0, 36.0], shoonya_2sGIMHTU0IWJ9O, 5681356]
[paragraph, [650.0, 185.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [650.0, 221.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [650.0, 257.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [650.0, 293.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [650.0, 329.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [650.0, 365.0, 507.0, 36.0], shoonya_0sIM1JRWQP6LR7, 5681356]
[paragraph, [653.0, 436.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 472.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 508.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 544.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 580.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 616.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 652.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 688.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 724.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 760.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 796.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 832.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [653.0, 868.0, 505.0, 36.0], 8-BuNop-Q7, 5681356]
[paragraph, [102.0, 579.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [102.0, 615.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [102.0, 651.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [102.0, 687.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [102.0, 723.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [102.0, 759.0, 499.0, 36.0], shoonya_6sX7HXKXS6S2EC, 5681356]
[paragraph, [101.0, 830.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 866.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 902.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 938.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 974.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1010.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1046.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1082.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1118.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1154.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1190.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [101.0, 1226.0, 501.0, 36.0], shoonya_3sUGLONC2GP6VF, 5681356]
[paragraph, [653.0, 930.0, 505.0, 36.0], lsbju-iNJ0, 5681356]
[paragraph, [653.0, 966.0, 505.0, 36.0], lsbju-iNJ0, 5681356]
[paragraph, [653.0, 1002.0, 505.0, 36.0], lsbju-iNJ0, 5681356]
[paragraph, [653.0, 1038.0, 505.0, 36.0], lsbju-iNJ0, 5681356]
[paragraph, [653.0, 1074.0, 505.0, 36.0], lsbju-iNJ0, 5681356]
[paragraph, [651.0, 1207.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1243.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1279.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1315.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1351.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1387.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1423.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1459.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1495.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1531.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1567.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1603.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [651.0, 1639.0, 509.0, 36.0], shoonya_1sK2LM1OGTEUHS, 5681356]
[paragraph, [98.0, 1347.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1383.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1419.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1455.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1491.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1527.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1563.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1599.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
[paragraph, [98.0, 1635.0, 505.0, 36.0], shoonya_4s1B1OUFTG0HCW, 5681356]
