[1253, 907]
[chapter-title, [341.0, 33.0, 134.0, 30.0], shoonya_0sVHWET807UY5I, 5775942]
[paragraph, [82.0, 82.0, 667.0, 18.0], Oc-0tRHr6D, 5775942]
[paragraph, [82.0, 100.0, 667.0, 18.0], Oc-0tRHr6D, 5775942]
[paragraph, [80.0, 129.0, 675.0, 18.0], ywgy76gdRY, 5775942]
[paragraph, [80.0, 147.0, 675.0, 18.0], ywgy76gdRY, 5775942]
[paragraph, [80.0, 165.0, 675.0, 18.0], ywgy76gdRY, 5775942]
[paragraph, [79.0, 183.0, 679.0, 18.0], cxO4T77y5D, 5775942]
[paragraph, [79.0, 201.0, 679.0, 18.0], cxO4T77y5D, 5775942]
[paragraph, [74.0, 231.0, 688.0, 18.0], 8x3mfqSQw0, 5775942]
[paragraph, [74.0, 249.0, 688.0, 18.0], 8x3mfqSQw0, 5775942]
[paragraph, [75.0, 282.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 300.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 318.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 336.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 354.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 372.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 390.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 408.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 426.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 444.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [75.0, 462.0, 685.0, 18.0], VqdIxw6TAE, 5775942]
[paragraph, [70.0, 486.0, 691.0, 18.0], y9AwzPhUxM, 5775942]
[paragraph, [70.0, 504.0, 691.0, 18.0], y9AwzPhUxM, 5775942]
[paragraph, [73.0, 533.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 551.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 569.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 587.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 605.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 623.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [73.0, 641.0, 687.0, 18.0], KC7_4ZJXLk, 5775942]
[paragraph, [68.0, 658.0, 694.0, 18.0], 1QjSYVy2jq, 5775942]
[paragraph, [68.0, 676.0, 694.0, 18.0], 1QjSYVy2jq, 5775942]
[paragraph, [68.0, 694.0, 694.0, 18.0], 1QjSYVy2jq, 5775942]
[paragraph, [68.0, 712.0, 694.0, 18.0], 1QjSYVy2jq, 5775942]
[paragraph, [68.0, 730.0, 694.0, 18.0], 1QjSYVy2jq, 5775942]
[paragraph, [62.0, 755.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 773.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 791.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 809.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 827.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 845.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 863.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 881.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 899.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 917.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 935.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [62.0, 953.0, 702.0, 18.0], Yg3a2253eD, 5775942]
[paragraph, [61.0, 981.0, 709.0, 18.0], nqKJUymQOX, 5775942]
[paragraph, [61.0, 999.0, 709.0, 18.0], nqKJUymQOX, 5775942]
[paragraph, [61.0, 1017.0, 709.0, 18.0], nqKJUymQOX, 5775942]
[paragraph, [61.0, 1035.0, 709.0, 18.0], nqKJUymQOX, 5775942]
[paragraph, [61.0, 1053.0, 709.0, 18.0], nqKJUymQOX, 5775942]
[paragraph, [61.0, 1071.0, 709.0, 18.0], nqKJUymQOX, 5775942]
