[1827, 1413]
[section-title, [97.0, 98.0, 611.0, 49.5], HwSVvpW2R6, 5745039]
[paragraph, [98.0, 162.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 198.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 234.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 270.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 306.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 342.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 378.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 414.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 450.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 486.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 522.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [98.0, 558.0, 1222.0, 36.0], UKNs-i5-4i, 5745039]
[paragraph, [93.0, 639.0, 1225.0, 36.0], k4-0s6I9av, 5745039]
[paragraph, [93.0, 675.0, 1225.0, 36.0], k4-0s6I9av, 5745039]
[paragraph, [93.0, 711.0, 1225.0, 36.0], k4-0s6I9av, 5745039]
[paragraph, [93.0, 747.0, 1225.0, 36.0], k4-0s6I9av, 5745039]
[paragraph, [93.0, 783.0, 1225.0, 36.0], k4-0s6I9av, 5745039]
[paragraph, [88.0, 855.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [88.0, 891.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [88.0, 927.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [88.0, 963.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [88.0, 999.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [88.0, 1035.0, 1234.0, 36.0], WHCGJYWCf0, 5745039]
[paragraph, [86.0, 1097.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [86.0, 1133.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [86.0, 1169.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [86.0, 1205.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [86.0, 1241.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [86.0, 1277.0, 1232.0, 36.0], vvvQJvM_DK, 5745039]
[paragraph, [84.0, 1358.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1394.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1430.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1466.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1502.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1538.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1574.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1610.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1646.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
[paragraph, [84.0, 1682.0, 1234.0, 36.0], n1n8I-UGr7, 5745039]
