[1755, 1241]
[folio, [187.0, 69.0, 456.0, 36.0], srOVISa3HM, 5759838]
[paragraph, [183.0, 131.0, 817.0, 36.0], XcS1RH4Tpb, 5759838]
[paragraph, [183.0, 167.0, 817.0, 36.0], XcS1RH4Tpb, 5759838]
[paragraph, [187.0, 221.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 257.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 293.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 329.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 365.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 401.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 437.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 473.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 509.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [187.0, 545.0, 822.0, 36.0], gmrAwvg3KT, 5759838]
[paragraph, [193.0, 596.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 632.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 668.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 704.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 740.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 776.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 812.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 848.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 884.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 920.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 956.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 992.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [193.0, 1028.0, 814.0, 36.0], shoonya_0sD46M83BXF37W, 5759838]
[paragraph, [260.0, 1128.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1164.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1200.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1236.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1272.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1308.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1344.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1380.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1416.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1452.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1488.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1524.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1560.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
[paragraph, [260.0, 1596.0, 582.0, 36.0], shoonya_1s8V8SEK8KLKZU, 5759838]
