[1320, 1176]
[folio, [935.0, 57.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[folio, [935.0, 75.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[folio, [935.0, 93.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[folio, [935.0, 111.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[folio, [935.0, 129.0, 146.0, 18.0], Eq1_UwpOdh, 5694364]
[paragraph, [740.0, 165.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 183.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 201.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 219.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 237.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 255.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 273.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 291.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 309.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 327.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 345.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 363.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 381.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 399.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 417.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 435.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 453.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 471.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 489.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 507.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 525.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 543.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 561.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 579.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 597.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 615.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 633.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 651.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [740.0, 669.0, 348.0, 18.0], KZvjSpW_LN, 5694364]
[paragraph, [113.0, 179.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 197.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 215.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 233.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 251.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 269.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 287.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 305.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 323.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 341.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [113.0, 359.0, 286.0, 18.0], zmJj3jjJ_L, 5694364]
[paragraph, [419.0, 180.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 198.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 216.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
[paragraph, [419.0, 234.0, 317.0, 18.0], rKSgSlrb0L, 5694364]
