[2180, 1639]
[section-title, [890.0, 104.0, 538.0, 52.5], H56UM4XoMI, 5654140]
[section-title, [206.0, 127.0, 345.0, 52.5], shoonya_5sSSPWVEX72JTM, 5654140]
[paragraph, [10.0, 197.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 233.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 269.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 305.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 341.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 377.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 413.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[paragraph, [10.0, 449.0, 745.0, 36.0], shoonya_0s0NH7IBH658BR, 5654140]
[contact-info, [1246.0, 249.0, 237.0, 36.0], QKfb7Ak2Ck, 5654140]
[contact-info, [1246.0, 285.0, 237.0, 36.0], QKfb7Ak2Ck, 5654140]
[contact-info, [1246.0, 321.0, 237.0, 36.0], QKfb7Ak2Ck, 5654140]
[contact-info, [1246.0, 357.0, 237.0, 36.0], QKfb7Ak2Ck, 5654140]
[contact-info, [1239.0, 413.0, 253.0, 36.0], -kHneDliQo, 5654140]
[contact-info, [1239.0, 449.0, 253.0, 36.0], -kHneDliQo, 5654140]
[contact-info, [1239.0, 485.0, 253.0, 36.0], -kHneDliQo, 5654140]
[ordered-list, [7.0, 518.0, 768.0, 36.0], shoonya_4sIF2LIDV1TQEX, 5654140]
[ordered-list, [7.0, 554.0, 768.0, 36.0], shoonya_4sIF2LIDV1TQEX, 5654140]
[ordered-list, [7.0, 590.0, 768.0, 36.0], shoonya_4sIF2LIDV1TQEX, 5654140]
