[1447, 1063]
[folio, [432.0, 56.0, 194.0, 18.0], JQ_aBhZ9ut, 5762384]
[headline, [186.0, 98.0, 687.0, 25.5], JzhyL_MNex, 5762384]
[headline, [186.0, 123.5, 687.0, 25.5], JzhyL_MNex, 5762384]
[headline, [186.0, 149.0, 687.0, 25.5], JzhyL_MNex, 5762384]
[headline, [186.0, 174.5, 687.0, 25.5], JzhyL_MNex, 5762384]
[headline, [186.0, 200.0, 687.0, 25.5], JzhyL_MNex, 5762384]
[paragraph, [93.0, 260.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 278.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 296.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 314.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 332.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 350.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 368.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 386.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 404.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 422.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 440.0, 431.0, 18.0], 8UyXUU4uBP, 5762384]
[paragraph, [93.0, 480.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 498.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 516.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 534.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 552.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 570.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 588.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 606.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 624.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 642.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 660.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 678.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 696.0, 437.0, 18.0], O4V44Zr1KD, 5762384]
[paragraph, [93.0, 735.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 753.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 771.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 789.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 807.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 825.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 843.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 861.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 879.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 897.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 915.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 933.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [93.0, 951.0, 433.0, 18.0], 1wnri7B0AK, 5762384]
[paragraph, [538.0, 936.0, 428.0, 18.0], N5K6kSyv_v, 5762384]
[paragraph, [538.0, 954.0, 428.0, 18.0], N5K6kSyv_v, 5762384]
[paragraph, [538.0, 972.0, 428.0, 18.0], N5K6kSyv_v, 5762384]
[paragraph, [538.0, 990.0, 428.0, 18.0], N5K6kSyv_v, 5762384]
[paragraph, [538.0, 1008.0, 428.0, 18.0], N5K6kSyv_v, 5762384]
[paragraph, [538.0, 1059.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1077.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1095.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1113.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1131.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1149.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1167.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1185.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1203.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1221.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [538.0, 1239.0, 427.0, 18.0], -gadif-pPG, 5762384]
[paragraph, [539.0, 1282.0, 425.0, 18.0], 0WR14-tZgG, 5762384]
[paragraph, [539.0, 1300.0, 425.0, 18.0], 0WR14-tZgG, 5762384]
[paragraph, [539.0, 1318.0, 425.0, 18.0], 0WR14-tZgG, 5762384]
[paragraph, [539.0, 1336.0, 425.0, 18.0], 0WR14-tZgG, 5762384]
