[1650, 1275]
[paragraph, [142.0, 151.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 187.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 223.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 259.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 295.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 331.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 367.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 403.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 439.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 475.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 511.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 547.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 583.0, 1040.0, 36.0], shoonya_2s5IMMVYBA2ZJ7, 5704620]
[paragraph, [142.0, 674.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 710.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 746.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 782.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 818.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 854.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 890.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 926.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 962.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 998.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 1034.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 1070.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 1106.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 1142.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [142.0, 1178.0, 1039.0, 36.0], shoonya_0sY42K6UZFBCI5, 5704620]
[paragraph, [141.0, 1261.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
[paragraph, [141.0, 1297.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
[paragraph, [141.0, 1333.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
[paragraph, [141.0, 1369.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
[paragraph, [141.0, 1405.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
[paragraph, [141.0, 1441.0, 1041.0, 36.0], shoonya_1sCWX592Q5CZU2, 5704620]
