[585, 406]
[paragraph, [30.0, 43.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 61.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 79.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 97.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 115.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 133.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 151.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [30.0, 169.0, 375.0, 18.0], shoonya_0sY2MH54X5KFG1, 6496435]
[paragraph, [24.0, 203.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 221.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 239.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 257.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 275.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 293.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 311.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 329.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 347.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 365.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 383.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 401.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 419.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 437.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [24.0, 455.0, 379.0, 18.0], QuN_Ops38d, 6496435]
[paragraph, [34.0, 473.0, 363.0, 18.0], 1J-o_Idww7, 6496435]
[paragraph, [34.0, 491.0, 363.0, 18.0], 1J-o_Idww7, 6496435]
