[2150, 1329]
[chapter-title, [549.0, 227.0, 277.0, 70.5], ZjxJsNq9lT, 5692111]
[paragraph, [393.0, 347.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 383.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 419.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 455.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 491.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 527.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 563.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 599.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 635.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 671.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 707.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 743.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 779.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 815.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 851.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 887.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 923.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 959.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 995.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1031.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1067.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1103.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1139.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1175.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1211.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [393.0, 1247.0, 563.0, 36.0], 1OuHDHos_m, 5692111]
[paragraph, [390.0, 1320.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1356.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1392.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1428.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1464.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1500.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1536.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1572.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1608.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1644.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1680.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1716.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[paragraph, [390.0, 1752.0, 583.0, 36.0], Sh4Ij3II7Q, 5692111]
[footnote, [166.0, 1854.0, 1039.0, 36.0], Gue8lgfQ7K, 5692111]
[footnote, [166.0, 1890.0, 1039.0, 36.0], Gue8lgfQ7K, 5692111]
[footnote, [166.0, 1926.0, 1039.0, 36.0], Gue8lgfQ7K, 5692111]
[footnote, [166.0, 1962.0, 1039.0, 36.0], Gue8lgfQ7K, 5692111]
