[586, 383]
[section-title, [84.0, 40.0, 258.0, 30.0], FmqT3C7LaK, 6495745]
[paragraph, [46.0, 97.0, 311.0, 18.0], SJE80iWMoE, 6495745]
[paragraph, [46.0, 115.0, 311.0, 18.0], SJE80iWMoE, 6495745]
[paragraph, [46.0, 133.0, 311.0, 18.0], SJE80iWMoE, 6495745]
[paragraph, [48.0, 160.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 178.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 196.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 214.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 232.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 250.0, 314.0, 18.0], shoonya_0s7V1IMO4PNA4G, 6495745]
[paragraph, [48.0, 287.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 305.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 323.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 341.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 359.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 377.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 395.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 413.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 431.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 449.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 467.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 485.0, 313.0, 18.0], KxMLNVFCii, 6495745]
[paragraph, [48.0, 503.0, 313.0, 18.0], KxMLNVFCii, 6495745]
