[1754, 1241]
[paragraph, [96.0, 105.0, 1040.0, 36.0], a8KVLA091k, 5709135]
[ordered-list, [104.0, 166.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 202.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 238.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 274.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 310.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 346.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 382.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 418.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 454.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[ordered-list, [104.0, 490.0, 1033.0, 36.0], shoonya_0sHGMVT93AF4X8, 5709135]
[paragraph, [103.0, 539.0, 1030.0, 36.0], lpQoJbbFx7, 5709135]
[paragraph, [103.0, 575.0, 1030.0, 36.0], lpQoJbbFx7, 5709135]
[ordered-list, [104.0, 628.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 664.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 700.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 736.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 772.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 808.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 844.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 880.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 916.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 952.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 988.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1024.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1060.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1096.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1132.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1168.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1204.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1240.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1276.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1312.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1348.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1384.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1420.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1456.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1492.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1528.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[ordered-list, [104.0, 1564.0, 1037.0, 36.0], shoonya_2sWBKI1E9AF0O9, 5709135]
[sub-ordered-list, [187.0, 755.0, 941.0, 36.0], c1KaflEbtD, 5709135]
[sub-ordered-list, [187.0, 791.0, 941.0, 36.0], c1KaflEbtD, 5709135]
[sub-ordered-list, [187.0, 827.0, 941.0, 36.0], c1KaflEbtD, 5709135]
[sub-ordered-list, [187.0, 863.0, 941.0, 36.0], c1KaflEbtD, 5709135]
[sub-ordered-list, [183.0, 941.0, 949.0, 36.0], QjXjn4S5J9, 5709135]
[sub-ordered-list, [183.0, 977.0, 949.0, 36.0], QjXjn4S5J9, 5709135]
[sub-ordered-list, [183.0, 1013.0, 949.0, 36.0], QjXjn4S5J9, 5709135]
[sub-ordered-list, [183.0, 1049.0, 949.0, 36.0], QjXjn4S5J9, 5709135]
[sub-ordered-list, [187.0, 1125.0, 943.0, 36.0], KbfU2yKyPE, 5709135]
[sub-ordered-list, [187.0, 1161.0, 943.0, 36.0], KbfU2yKyPE, 5709135]
[sub-ordered-list, [187.0, 1197.0, 943.0, 36.0], KbfU2yKyPE, 5709135]
[sub-ordered-list, [187.0, 1233.0, 943.0, 36.0], KbfU2yKyPE, 5709135]
[sub-ordered-list, [187.0, 1269.0, 943.0, 36.0], KbfU2yKyPE, 5709135]
[sub-ordered-list, [107.0, 1372.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[sub-ordered-list, [107.0, 1408.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[sub-ordered-list, [107.0, 1444.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[sub-ordered-list, [107.0, 1480.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[sub-ordered-list, [107.0, 1516.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[sub-ordered-list, [107.0, 1552.0, 1031.0, 36.0], HtqUsQHcch, 5709135]
[subsub-ordered-list, [186.0, 1405.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1423.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1441.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1459.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1477.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1495.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
[subsub-ordered-list, [186.0, 1513.0, 946.0, 18.0], Vq3UqjUYJZ, 5709135]
