[1468, 909]
[headline, [323.0, 81.0, 251.0, 25.5], shoonya_0sY5F8WLSM0CTS, 5770692]
[paragraph, [74.0, 141.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 159.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 177.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 195.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 213.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 231.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 249.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 267.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 285.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 303.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 321.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 339.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 357.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 375.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 393.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 411.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 429.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 447.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 465.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 483.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 501.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 519.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 537.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 555.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 573.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 591.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 609.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 627.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 645.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 663.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 681.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 699.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 717.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 735.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 753.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 771.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 789.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 807.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 825.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 843.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 861.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 879.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 897.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 915.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 933.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 951.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 969.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 987.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1005.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1023.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1041.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1059.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1077.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1095.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1113.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1131.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1149.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1167.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1185.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1203.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1221.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1239.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1257.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1275.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1293.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1311.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1329.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1347.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [74.0, 1365.0, 379.0, 18.0], CcE6grX-5h, 5770692]
[paragraph, [460.0, 142.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 160.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 178.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 196.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 214.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 232.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 250.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 268.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 286.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 304.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 322.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 340.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 358.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 376.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 394.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 412.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 430.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
[paragraph, [460.0, 448.0, 372.0, 18.0], 0_DTDcfHal, 5770692]
