[2481, 1654]
[folio, [345.0, 91.0, 132.0, 36.0], 5Xzx48IMEs, 5721542]
[folio, [345.0, 127.0, 132.0, 36.0], 5Xzx48IMEs, 5721542]
[paragraph, [202.0, 208.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 244.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 280.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 316.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 352.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 388.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 424.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 460.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 496.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 532.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 568.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 604.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 640.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 676.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 712.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 748.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [202.0, 784.0, 1314.0, 36.0], W-3a1vGG-5, 5721542]
[paragraph, [200.0, 846.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 882.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 918.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 954.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 990.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1026.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1062.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1098.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1134.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1170.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1206.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1242.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1278.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1314.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [200.0, 1350.0, 1319.0, 36.0], suT2XdqeAN, 5721542]
[paragraph, [198.0, 1421.0, 1323.0, 36.0], I-Cme2BIH-, 5721542]
[paragraph, [198.0, 1457.0, 1323.0, 36.0], I-Cme2BIH-, 5721542]
[paragraph, [198.0, 1493.0, 1323.0, 36.0], I-Cme2BIH-, 5721542]
[paragraph, [198.0, 1529.0, 1323.0, 36.0], I-Cme2BIH-, 5721542]
[paragraph, [198.0, 1565.0, 1323.0, 36.0], I-Cme2BIH-, 5721542]
[paragraph, [196.0, 1630.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1666.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1702.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1738.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1774.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1810.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [196.0, 1846.0, 1325.0, 36.0], LpNFSR6t5N, 5721542]
[paragraph, [188.0, 1887.0, 1333.0, 36.0], ZuXpp5klFL, 5721542]
[paragraph, [188.0, 1923.0, 1333.0, 36.0], ZuXpp5klFL, 5721542]
[paragraph, [268.0, 1994.0, 680.0, 36.0], EBetrCZnRK, 5721542]
[paragraph, [262.0, 2048.0, 326.0, 36.0], XsJBXIoFMA, 5721542]
[paragraph, [212.0, 2098.0, 1304.0, 36.0], OklztHtfIR, 5721542]
[paragraph, [212.0, 2134.0, 1304.0, 36.0], OklztHtfIR, 5721542]
