[2339, 1656]
[paragraph, [68.0, 97.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 133.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 169.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 205.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 241.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 277.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 313.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 349.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 385.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 421.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 457.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 493.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 529.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 565.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 601.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 637.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 673.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 709.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 745.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 781.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 817.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 853.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 889.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 925.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 961.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 997.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1033.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1069.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1105.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1141.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1177.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1213.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1249.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1285.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1321.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1357.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1393.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1429.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1465.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1501.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1537.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1573.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1609.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1645.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1681.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1717.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1753.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1789.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1825.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1861.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1897.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1933.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 1969.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 2005.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [68.0, 2041.0, 716.0, 36.0], shoonya_2sBKH47DXK9ZFE, 5749474]
[paragraph, [815.0, 105.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 141.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 177.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 213.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 249.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 285.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 321.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 357.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 393.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 429.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 465.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 501.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 537.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 573.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 609.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [815.0, 645.0, 714.0, 36.0], shoonya_1sVR0GOGJ55PGO, 5749474]
[paragraph, [814.0, 690.0, 709.0, 36.0], shoonya_3sJEVVKOTVL3VX, 5749474]
[paragraph, [814.0, 726.0, 709.0, 36.0], shoonya_3sJEVVKOTVL3VX, 5749474]
[paragraph, [814.0, 762.0, 709.0, 36.0], shoonya_3sJEVVKOTVL3VX, 5749474]
[paragraph, [814.0, 798.0, 709.0, 36.0], shoonya_3sJEVVKOTVL3VX, 5749474]
[paragraph, [814.0, 834.0, 709.0, 36.0], shoonya_3sJEVVKOTVL3VX, 5749474]
[paragraph, [812.0, 904.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 940.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 976.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1012.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1048.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1084.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1120.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1156.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1192.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1228.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1264.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1300.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1336.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1372.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1408.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1444.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1480.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1516.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1552.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1588.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1624.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1660.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1696.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1732.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1768.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1804.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1840.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1876.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1912.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1948.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 1984.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
[paragraph, [812.0, 2020.0, 710.0, 36.0], shoonya_0sJNOANYD6ZFL1, 5749474]
