[1034, 680]
[folio, [230.0, 62.0, 213.0, 18.0], shoonya_0s3CHTQCBHWYKO, 5739436]
[folio, [230.0, 80.0, 213.0, 18.0], shoonya_0s3CHTQCBHWYKO, 5739436]
[paragraph, [64.0, 125.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 143.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 161.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 179.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 197.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 215.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 233.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 251.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [64.0, 269.0, 551.0, 18.0], 57Z0-g_CZJ, 5739436]
[paragraph, [65.0, 303.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 321.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 339.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 357.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 375.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 393.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 411.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 429.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 447.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 465.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 483.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 501.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 519.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 537.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 555.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 573.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 591.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 609.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [65.0, 627.0, 545.0, 18.0], xcNUf3T3Tb, 5739436]
[paragraph, [67.0, 651.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 669.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 687.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 705.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 723.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 741.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 759.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 777.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 795.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 813.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 831.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 849.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 867.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 885.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 903.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 921.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
[paragraph, [67.0, 939.0, 545.0, 18.0], hA2l2rYPjI, 5739436]
