[1387, 987]
[paragraph, [45.0, 82.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 100.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 118.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 136.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 154.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 172.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 190.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 208.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 226.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [45.0, 244.0, 814.0, 18.0], 0dBxOzWbGL, 5651543]
[paragraph, [51.0, 270.0, 613.0, 18.0], STYkKrl7RN, 5651543]
[paragraph, [51.0, 288.0, 613.0, 18.0], STYkKrl7RN, 5651543]
[paragraph, [51.0, 306.0, 613.0, 18.0], STYkKrl7RN, 5651543]
[paragraph, [62.0, 338.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 356.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 374.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 392.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 410.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 428.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 446.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 464.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 482.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 500.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 518.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 536.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 554.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 572.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 590.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 608.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 626.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 644.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 662.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 680.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 698.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 716.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 734.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 752.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 770.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 788.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 806.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 824.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 842.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 860.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 878.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 896.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 914.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 932.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 950.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 968.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 986.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 1004.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 1022.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 1040.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
[paragraph, [62.0, 1058.0, 854.0, 18.0], shoonya_0sINHRSG5YCW8S, 5651543]
