[1650, 1275]
[folio, [141.0, 44.0, 202.0, 36.0], -KZ6VzGhh0, 5774554]
[ordered-list, [124.0, 103.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 139.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 175.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 211.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 247.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 283.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 319.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 355.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 391.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 427.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 463.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 499.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 535.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 571.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 607.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 643.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 679.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 715.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 751.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 787.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 823.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 859.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 895.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 931.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 967.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1003.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1039.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1075.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1111.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1147.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1183.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1219.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[ordered-list, [124.0, 1255.0, 1023.0, 36.0], 3Op6Sy-il9, 5774554]
[options, [176.0, 214.0, 120.0, 36.0], shoonya_4sD6ZJQV8MJM1C, 5774554]
[options, [176.0, 250.0, 120.0, 36.0], shoonya_4sD6ZJQV8MJM1C, 5774554]
[options, [176.0, 286.0, 120.0, 36.0], shoonya_4sD6ZJQV8MJM1C, 5774554]
[options, [176.0, 439.0, 109.0, 36.0], shoonya_7sV8YPCK1B32QK, 5774554]
[options, [176.0, 475.0, 109.0, 36.0], shoonya_7sV8YPCK1B32QK, 5774554]
[options, [176.0, 511.0, 109.0, 36.0], shoonya_7sV8YPCK1B32QK, 5774554]
[options, [175.0, 655.0, 99.0, 36.0], shoonya_12sX4B8YRL6WEM, 5774554]
[options, [175.0, 727.0, 99.0, 36.0], shoonya_12sX4B8YRL6WEM, 5774554]
[options, [171.0, 1009.0, 650.0, 36.0], shoonya_0sMQOE73LRO3GE, 5774554]
[options, [171.0, 1045.0, 650.0, 36.0], shoonya_0sMQOE73LRO3GE, 5774554]
[options, [171.0, 1081.0, 650.0, 36.0], shoonya_0sMQOE73LRO3GE, 5774554]
[options, [177.0, 1178.0, 768.0, 36.0], shoonya_1sIH8UQ8C4RMCT, 5774554]
[options, [177.0, 1214.0, 768.0, 36.0], shoonya_1sIH8UQ8C4RMCT, 5774554]
[options, [177.0, 1250.0, 768.0, 36.0], shoonya_1sIH8UQ8C4RMCT, 5774554]
