[2339, 1653]
[paragraph, [121.0, 174.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 210.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 246.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 282.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 318.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 354.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 390.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [121.0, 426.0, 1424.0, 36.0], shoonya_3sINPSVB5PVJDI, 5750625]
[paragraph, [107.0, 455.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 491.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 527.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 563.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 599.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 635.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [107.0, 671.0, 1431.0, 36.0], Bq0eHeKj8K, 5750625]
[paragraph, [128.0, 747.0, 1421.0, 36.0], shoonya_2sP5LQF0B9FXUS, 5750625]
[paragraph, [128.0, 783.0, 1421.0, 36.0], shoonya_2sP5LQF0B9FXUS, 5750625]
[paragraph, [128.0, 819.0, 1421.0, 36.0], shoonya_2sP5LQF0B9FXUS, 5750625]
[paragraph, [128.0, 855.0, 1421.0, 36.0], shoonya_2sP5LQF0B9FXUS, 5750625]
[paragraph, [113.0, 921.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 957.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 993.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1029.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1065.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1101.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1137.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1173.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1209.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1245.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [113.0, 1281.0, 1421.0, 36.0], 8Qm_QKkUBc, 5750625]
[paragraph, [119.0, 1342.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1378.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1414.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1450.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1486.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1522.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1558.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1594.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1630.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1666.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1702.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [119.0, 1738.0, 1420.0, 36.0], shoonya_1sIS9TPPHCFU0I, 5750625]
[paragraph, [95.0, 1821.0, 1443.0, 36.0], a4Ebo0Y59Q, 5750625]
[paragraph, [95.0, 1857.0, 1443.0, 36.0], a4Ebo0Y59Q, 5750625]
[paragraph, [95.0, 1893.0, 1443.0, 36.0], a4Ebo0Y59Q, 5750625]
[paragraph, [95.0, 1929.0, 1443.0, 36.0], a4Ebo0Y59Q, 5750625]
[paragraph, [95.0, 1965.0, 1443.0, 36.0], a4Ebo0Y59Q, 5750625]
