[2717, 1772]
[folio, [621.0, 247.0, 507.0, 46.5], shoonya_0sLJM1OZXM48WI, 5721061]
[paragraph, [210.0, 343.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 389.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 436.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 482.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 529.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 575.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 622.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 668.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 715.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 761.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 808.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 854.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 901.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 947.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 994.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1040.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1087.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1133.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1180.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1226.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1273.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1319.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1366.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1412.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1459.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1505.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1552.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1598.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1645.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1691.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1738.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1784.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1831.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1877.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1924.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 1970.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2017.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2063.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2110.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2156.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2203.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2249.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2296.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2342.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2389.0, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
[paragraph, [210.0, 2435.5, 1353.0, 46.5], shoonya_1s3MIJ91HYW27S, 5721061]
