[2334, 1650]
[paragraph, [203.0, 145.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 181.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 217.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 253.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 289.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 325.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 361.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 397.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 433.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 469.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 505.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 541.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 577.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 613.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [203.0, 649.0, 1211.0, 36.0], shoonya_2sYSLHYIFKNTWP, 5652999]
[paragraph, [199.0, 679.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 715.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 751.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 787.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 823.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 859.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 895.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 931.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 967.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1003.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1039.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1075.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1111.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1147.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1183.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1219.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1255.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1291.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [199.0, 1327.0, 1197.0, 36.0], shoonya_1sJ7U62GL1CJD8, 5652999]
[paragraph, [202.0, 1366.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1402.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1438.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1474.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1510.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1546.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1582.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1618.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1654.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1690.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1726.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1762.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1798.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [202.0, 1834.0, 1169.0, 36.0], shoonya_0sSA64G9VSVZ2M, 5652999]
[paragraph, [219.0, 1879.0, 1154.0, 36.0], shoonya_3sNI52H2JB9X5T, 5652999]
[paragraph, [219.0, 1915.0, 1154.0, 36.0], shoonya_3sNI52H2JB9X5T, 5652999]
[paragraph, [219.0, 1951.0, 1154.0, 36.0], shoonya_3sNI52H2JB9X5T, 5652999]
[paragraph, [219.0, 1987.0, 1154.0, 36.0], shoonya_3sNI52H2JB9X5T, 5652999]
[paragraph, [219.0, 2023.0, 1154.0, 36.0], shoonya_3sNI52H2JB9X5T, 5652999]
[folio, [1152.0, 2096.0, 125.0, 36.0], LXdYFpMt-V, 5652999]
