[1650, 1275]
[paragraph, [121.0, 95.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 131.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 167.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 203.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 239.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 275.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 311.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 347.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [121.0, 383.0, 551.0, 36.0], shoonya_2sCB5EBNIT5VP5, 5722025]
[paragraph, [679.0, 97.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 133.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 169.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 205.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 241.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 277.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 313.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 349.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 385.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 421.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 457.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 493.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 529.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 565.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 601.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 637.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[paragraph, [679.0, 673.0, 492.0, 36.0], shoonya_0s6LAA4PTWYHBI, 5722025]
[sub-headline, [130.0, 424.0, 537.0, 36.0], LX8I8qy6ap, 5722025]
[paragraph, [122.0, 485.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 521.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 557.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 593.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 629.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 665.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 701.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 737.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 773.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 809.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 845.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 881.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 917.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 953.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 989.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1025.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1061.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1097.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1133.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1169.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1205.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1241.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1277.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1313.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [122.0, 1349.0, 544.0, 36.0], shoonya_4sAFPAJLWHOUFK, 5722025]
[paragraph, [672.0, 743.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 779.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 815.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 851.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 887.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 923.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 959.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 995.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1031.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1067.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1103.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1139.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1175.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1211.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1247.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1283.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1319.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1355.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1391.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
[paragraph, [672.0, 1427.0, 505.0, 36.0], shoonya_1sO39E9TM9NR7I, 5722025]
