[1241, 1754]
[section-title, [85.0, 137.0, 498.0, 30.0], shoonya_12sJVWSU8G230H, 5781176]
[paragraph, [156.0, 184.0, 1374.0, 18.0], L5SQaC4w2H, 5781176]
[ordered-list, [182.0, 216.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 234.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 252.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 270.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 288.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 306.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 324.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 342.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 360.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 378.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 396.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 414.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 432.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 450.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 468.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 486.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 504.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 522.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 540.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 558.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 576.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 594.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 612.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 630.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 648.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 666.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 684.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 702.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 720.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 738.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 756.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 774.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 792.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 810.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 828.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 846.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 864.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 882.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 900.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 918.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 936.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 954.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 972.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 990.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[ordered-list, [182.0, 1008.0, 1509.0, 18.0], u5MRmoSP3O, 5781176]
[unordered-list, [287.0, 618.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 636.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 654.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 672.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 690.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 708.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 726.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 744.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
[unordered-list, [287.0, 762.0, 1363.0, 18.0], shoonya_6sV4JBFLL5PC1E, 5781176]
