[595, 454]
[chapter-title, [316.0, 159.0, 128.0, 30.0], t4HCbXbrbf, 6460853]
[paragraph, [36.0, 199.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 217.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 235.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 253.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 271.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 289.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 307.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [36.0, 325.0, 197.0, 18.0], shoonya_1sS8CTUFGS1ETQ, 6460853]
[paragraph, [236.0, 210.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 228.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 246.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 264.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 282.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 300.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [236.0, 318.0, 195.0, 18.0], shoonya_2sFAIFK974RXJZ, 6460853]
[paragraph, [33.0, 347.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 365.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 383.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 401.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 419.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 437.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 455.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 473.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 491.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [33.0, 509.0, 198.0, 18.0], Scq8YZ5-1l, 6460853]
[paragraph, [233.0, 347.0, 201.0, 18.0], FRhzjLeTXG, 6460853]
[paragraph, [233.0, 365.0, 201.0, 18.0], FRhzjLeTXG, 6460853]
[paragraph, [233.0, 383.0, 201.0, 18.0], FRhzjLeTXG, 6460853]
[paragraph, [229.0, 407.0, 208.0, 18.0], q5mciz0oXN, 6460853]
[paragraph, [229.0, 425.0, 208.0, 18.0], q5mciz0oXN, 6460853]
[paragraph, [229.0, 443.0, 208.0, 18.0], q5mciz0oXN, 6460853]
[paragraph, [229.0, 461.0, 208.0, 18.0], q5mciz0oXN, 6460853]
[paragraph, [229.0, 479.0, 208.0, 18.0], q5mciz0oXN, 6460853]
[paragraph, [230.0, 499.0, 209.0, 18.0], 0Z-KAGyn1Y, 6460853]
[paragraph, [230.0, 517.0, 209.0, 18.0], 0Z-KAGyn1Y, 6460853]
[folio, [190.0, 547.0, 76.0, 18.0], h5kpggZcyJ, 6460853]
