[2339, 1656]
[paragraph, [192.0, 188.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 224.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 260.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 296.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 332.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 368.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 404.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 440.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 476.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 512.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 548.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 584.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 620.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [192.0, 656.0, 1275.0, 36.0], i5Eo6Ac4-3, 5752542]
[paragraph, [190.0, 738.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 774.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 810.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 846.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 882.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 918.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 954.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 990.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1026.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1062.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1098.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1134.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1170.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1206.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1242.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1278.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1314.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1350.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1386.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1422.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1458.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1494.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [190.0, 1530.0, 1283.0, 36.0], 9mxxl0n1Rw, 5752542]
[paragraph, [186.0, 1595.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1631.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1667.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1703.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1739.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1775.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1811.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1847.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1883.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1919.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1955.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 1991.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 2027.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[paragraph, [186.0, 2063.0, 1285.0, 36.0], -IO9yNr4hH, 5752542]
[folio, [298.0, 2144.0, 469.0, 36.0], uU1qO-XFpM, 5752542]
