[1754, 1241]
[section-title, [429.0, 102.0, 370.0, 49.5], Xz6LR-ez-p, 5706712]
[section-title, [429.0, 151.5, 370.0, 49.5], Xz6LR-ez-p, 5706712]
[folio, [132.0, 249.0, 141.0, 36.0], WoNDPdItxe, 5706712]
[folio, [505.0, 249.0, 228.0, 36.0], WF2xbRoeXG, 5706712]
[folio, [902.0, 251.0, 185.0, 36.0], MO0EdDQL7p, 5706712]
[ordered-list, [166.0, 429.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 465.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 501.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 537.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 573.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 609.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 645.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 681.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 717.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 753.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 789.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 825.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 861.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 897.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 933.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 969.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1005.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1041.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1077.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1113.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1149.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1185.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1221.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1257.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1293.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1329.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1365.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1401.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1437.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1473.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1509.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
[ordered-list, [166.0, 1545.0, 777.0, 36.0], GcpoHt_ynL, 5706712]
