[2339, 1656]
[paragraph, [838.0, 95.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 131.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 167.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 203.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 239.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 275.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 311.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 347.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 383.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 419.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 455.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 491.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 527.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 563.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 599.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 635.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 671.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 707.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 743.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 779.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 815.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 851.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 887.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 923.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 959.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 995.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1031.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1067.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1103.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1139.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1175.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1211.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1247.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1283.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1319.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1355.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1391.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1427.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [838.0, 1463.0, 707.0, 36.0], shoonya_2sCBNG80Q4R5KB, 5749512]
[paragraph, [99.0, 96.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 132.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 168.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 204.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 240.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 276.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 312.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 348.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [99.0, 384.0, 703.0, 36.0], shoonya_1sGKZZCMNPGWRY, 5749512]
[paragraph, [92.0, 429.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 465.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 501.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 537.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 573.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 609.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 645.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 681.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 717.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 753.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 789.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 825.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 861.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 897.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 933.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 969.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1005.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1041.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1077.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1113.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1149.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1185.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1221.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1257.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1293.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1329.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1365.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1401.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1437.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1473.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1509.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1545.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1581.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1617.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1653.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1689.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1725.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1761.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1797.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1833.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1869.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1905.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1941.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 1977.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [92.0, 2013.0, 721.0, 36.0], shoonya_3sQTZ89BMHFRB2, 5749512]
[paragraph, [840.0, 1522.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1558.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1594.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1630.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1666.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1702.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1738.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1774.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1810.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1846.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1882.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1918.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1954.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 1990.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
[paragraph, [840.0, 2026.0, 706.0, 36.0], shoonya_0sG2GM9EYIIEBW, 5749512]
