[2339, 1654]
[section-title, [245.0, 233.0, 656.0, 52.5], shoonya_3sRHK91TY9F23M, 5658729]
[unordered-list, [350.0, 318.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 354.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 390.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 426.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 462.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 498.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 534.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 570.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 606.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 642.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 678.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 714.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 750.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 786.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 822.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[unordered-list, [350.0, 858.0, 916.0, 36.0], shoonya_1sW246T7QKOGMH, 5658729]
[section-title, [260.0, 943.0, 655.0, 52.5], shoonya_6sLQ6EP4QU6UOW, 5658729]
[unordered-list, [340.0, 1078.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1114.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1150.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1186.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1222.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1258.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1294.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1330.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1366.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1402.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1438.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1474.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1510.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1546.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1582.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1618.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1654.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1690.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1726.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1762.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1798.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1834.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1870.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1906.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
[unordered-list, [340.0, 1942.0, 686.0, 36.0], shoonya_0s8MY0HBDLGH4S, 5658729]
