[1818, 1374]
[folio, [608.0, 107.0, 141.0, 36.0], ReTX1qDWJF, 5681982]
[paragraph, [103.0, 177.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 213.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 249.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 285.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 321.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 357.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 393.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 429.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 465.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 501.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 537.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [103.0, 573.0, 565.0, 36.0], 5ooRhILmC1, 5681982]
[paragraph, [690.0, 177.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 213.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 249.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 285.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 321.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 357.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 393.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 429.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 465.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 501.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 537.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 573.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 609.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 645.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 681.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 717.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 753.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 789.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [690.0, 825.0, 569.0, 36.0], shoonya_2s4I1CP7A4ZV9S, 5681982]
[paragraph, [111.0, 771.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 807.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 843.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 879.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 915.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 951.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 987.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1023.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1059.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1095.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1131.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1167.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1203.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1239.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1275.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1311.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1347.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1383.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1419.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1455.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1491.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1527.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1563.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1599.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1635.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [111.0, 1671.0, 563.0, 36.0], shoonya_1s8JKX48OPU9NM, 5681982]
[paragraph, [694.0, 902.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 938.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 974.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1010.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1046.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1082.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1118.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1154.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1190.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1226.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1262.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
[paragraph, [694.0, 1298.0, 568.0, 36.0], shoonya_0sSIOBPZLWNYQJ, 5681982]
