[1211, 798]
[folio, [341.0, 38.0, 99.0, 18.0], EutyYmZAL7, 5741365]
[folio, [341.0, 56.0, 99.0, 18.0], EutyYmZAL7, 5741365]
[paragraph, [43.0, 93.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 111.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 129.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 147.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 165.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 183.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 201.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 219.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 237.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 255.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [43.0, 273.0, 703.0, 18.0], xLRdPVJHx5, 5741365]
[paragraph, [49.0, 307.0, 685.0, 18.0], hvA2vE9v3v, 5741365]
[paragraph, [49.0, 325.0, 685.0, 18.0], hvA2vE9v3v, 5741365]
[paragraph, [49.0, 343.0, 685.0, 18.0], hvA2vE9v3v, 5741365]
[paragraph, [54.0, 393.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 411.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 429.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 447.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 465.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 483.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 501.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 519.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 537.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 555.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 573.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 591.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 609.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 627.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 645.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 663.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 681.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 699.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 717.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 735.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 753.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 771.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 789.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 807.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 825.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 843.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 861.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [54.0, 879.0, 681.0, 18.0], mgvq8OElo2, 5741365]
[paragraph, [49.0, 921.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 939.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 957.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 975.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 993.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1011.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1029.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1047.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1065.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1083.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1101.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1119.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[paragraph, [49.0, 1137.0, 694.0, 18.0], ZVdQAAv36F, 5741365]
[footnote, [419.0, 1173.0, 321.0, 18.0], shoonya_0sEVBUA9TOE7KJ, 5741365]
