[1298, 853]
[section-title, [340.0, 69.0, 187.0, 30.0], shoonya_0sLA8KZBP3I9U5, 5710121]
[paragraph, [50.0, 120.0, 662.0, 18.0], shoonya_3sN7W84NSXP6TG, 5710121]
[paragraph, [50.0, 138.0, 662.0, 18.0], shoonya_3sN7W84NSXP6TG, 5710121]
[paragraph, [54.0, 161.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 179.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 197.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 215.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 233.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 251.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 269.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 287.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 305.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 323.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 341.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 359.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 377.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 395.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 413.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 431.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 449.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 467.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 485.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 503.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 521.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 539.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 557.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 575.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 593.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 611.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 629.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 647.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
[paragraph, [54.0, 665.0, 737.0, 18.0], 4hoBqqCw5K, 5710121]
