[2084, 1289]
[paragraph, [129.0, 268.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 304.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 340.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 376.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 412.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 448.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 484.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 520.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 556.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 592.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 628.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 664.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 700.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 736.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 772.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 808.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 844.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 880.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 916.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 952.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 988.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 1024.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 1060.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 1096.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [129.0, 1132.0, 1028.0, 36.0], shoonya_1s83T66XBHOFMP, 5660178]
[paragraph, [126.0, 1176.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1212.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1248.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1284.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1320.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1356.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1392.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1428.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1464.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1500.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1536.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1572.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1608.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1644.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1680.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1716.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1752.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1788.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[paragraph, [126.0, 1824.0, 1030.0, 36.0], shoonya_0sWWPYOVIATN8M, 5660178]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_2sJO6N2BIOQU9K, 5660178]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_2sJO6N2BIOQU9K, 5660178]
