[1754, 1241]
[section-title, [282.0, 78.0, 753.0, 49.5], shoonya_0sGU8TK24LT4RX, 5780792]
[ordered-list, [208.0, 219.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 255.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 291.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 327.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 363.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 399.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 435.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 471.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 507.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 543.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 579.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 615.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 651.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 687.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 723.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 759.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 795.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[ordered-list, [208.0, 831.0, 928.0, 36.0], z67-0Aagkf, 5780792]
[sidebar, [961.0, 230.0, 141.0, 36.0], Dakpq9MTjt, 5780792]
[sub-ordered-list, [262.0, 274.0, 715.0, 36.0], CHtg5xYOCB, 5780792]
[sub-ordered-list, [262.0, 310.0, 715.0, 36.0], CHtg5xYOCB, 5780792]
[sub-ordered-list, [267.0, 432.0, 702.0, 36.0], E-vgitpdhW, 5780792]
[sub-ordered-list, [267.0, 468.0, 702.0, 36.0], E-vgitpdhW, 5780792]
[sub-ordered-list, [267.0, 504.0, 702.0, 36.0], E-vgitpdhW, 5780792]
[sidebar, [974.0, 563.0, 147.0, 36.0], CvqIlM3Zzt, 5780792]
[sub-ordered-list, [262.0, 601.0, 204.0, 36.0], 1DTZnA1lCk, 5780792]
[sub-ordered-list, [262.0, 637.0, 204.0, 36.0], 1DTZnA1lCk, 5780792]
[sidebar, [974.0, 726.0, 144.0, 36.0], f4P17lAAQZ, 5780792]
[sub-ordered-list, [266.0, 764.0, 350.0, 36.0], zAAvC0C553, 5780792]
[sub-ordered-list, [266.0, 800.0, 350.0, 36.0], zAAvC0C553, 5780792]
[reference, [152.0, 935.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 971.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1007.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1043.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1079.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1115.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1151.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1187.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1223.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1259.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1295.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1331.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1367.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1403.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1439.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1475.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1511.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1547.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
[reference, [152.0, 1583.0, 1006.0, 36.0], xQ9d940-8j, 5780792]
