[2339, 1656]
[paragraph, [93.0, 77.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 113.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 149.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 185.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 221.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 257.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 293.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 329.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 365.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 401.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 437.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 473.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 509.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 545.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 581.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 617.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 653.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 689.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [93.0, 725.0, 707.0, 36.0], shoonya_0sLKFL25HQIC8O, 5750196]
[paragraph, [833.0, 80.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 116.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 152.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 188.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 224.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 260.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 296.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 332.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 368.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [833.0, 404.0, 711.0, 36.0], shoonya_4sFIQEDY499BDL, 5750196]
[paragraph, [826.0, 522.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 558.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 594.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 630.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 666.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 702.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 738.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 774.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 810.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 846.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 882.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 918.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 954.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 990.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1026.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1062.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1098.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1134.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1170.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1206.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1242.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1278.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1314.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1350.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1386.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1422.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1458.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1494.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1530.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1566.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1602.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1638.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1674.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1710.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1746.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1782.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1818.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1854.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1890.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1926.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [826.0, 1962.0, 710.0, 36.0], shoonya_2sYMS25YWHUA9J, 5750196]
[paragraph, [93.0, 798.0, 705.0, 36.0], shoonya_3sBFIUXXA7QW10, 5750196]
[paragraph, [93.0, 834.0, 705.0, 36.0], shoonya_3sBFIUXXA7QW10, 5750196]
[paragraph, [93.0, 870.0, 705.0, 36.0], shoonya_3sBFIUXXA7QW10, 5750196]
[paragraph, [93.0, 906.0, 705.0, 36.0], shoonya_3sBFIUXXA7QW10, 5750196]
[paragraph, [87.0, 965.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1001.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1037.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1073.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1109.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1145.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1181.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1217.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1253.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1289.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1325.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1361.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1397.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1433.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1469.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1505.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1541.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1577.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1613.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1649.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1685.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1721.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1757.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1793.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [87.0, 1829.0, 709.0, 36.0], shoonya_1s0AO9S90JUR99, 5750196]
[paragraph, [76.0, 1901.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[paragraph, [76.0, 1937.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[paragraph, [76.0, 1973.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[paragraph, [76.0, 2009.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[paragraph, [76.0, 2045.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[paragraph, [76.0, 2081.0, 722.0, 36.0], 8efRhvDzdI, 5750196]
[footnote, [825.0, 2056.0, 228.0, 36.0], 0Few04YgRW, 5750196]
