[2338, 1654]
[paragraph, [179.0, 144.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 180.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 216.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 252.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 288.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 324.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 360.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 396.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 432.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 468.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 504.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 540.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 576.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 612.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 648.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 684.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 720.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 756.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 792.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 828.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 864.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 900.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 936.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 972.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1008.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1044.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1080.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1116.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1152.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1188.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1224.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1260.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1296.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1332.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1368.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1404.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1440.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1476.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1512.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1548.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
[paragraph, [179.0, 1584.0, 1303.0, 36.0], shoonya_1s4E3B5ZZTEL13, 5753479]
