[3509, 2480]
[paragraph, [357.0, 390.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 442.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 495.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 547.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 600.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 652.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 705.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 757.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 810.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 862.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 915.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 967.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1020.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1072.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1125.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1177.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1230.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1282.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1335.0, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [357.0, 1387.5, 1773.0, 52.5], shoonya_1sELKZDTYVXFYG, 5724270]
[paragraph, [359.0, 1528.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1580.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1633.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1685.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1738.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1790.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1843.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1895.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 1948.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2000.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2053.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2105.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2158.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2210.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2263.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2315.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2368.0, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [359.0, 2420.5, 1767.0, 52.5], 7n_YClKuVk, 5724270]
[paragraph, [363.0, 2534.0, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2586.5, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2639.0, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2691.5, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2744.0, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2796.5, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2849.0, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2901.5, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 2954.0, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
[paragraph, [363.0, 3006.5, 1768.0, 52.5], shoonya_2sLT1QJLVQV9BU, 5724270]
