[1447, 1063]
[folio, [431.0, 47.0, 219.0, 18.0], ox-YeFHfP9, 5762968]
[folio, [431.0, 65.0, 219.0, 18.0], ox-YeFHfP9, 5762968]
[section-title, [119.0, 111.0, 429.0, 30.0], ipyJhHGXkv, 5762968]
[contact-info, [119.0, 171.0, 425.0, 18.0], 7nv_caNRBx, 5762968]
[contact-info, [119.0, 189.0, 425.0, 18.0], 7nv_caNRBx, 5762968]
[contact-info, [119.0, 207.0, 425.0, 18.0], 7nv_caNRBx, 5762968]
[contact-info, [119.0, 225.0, 425.0, 18.0], 7nv_caNRBx, 5762968]
[contact-info, [123.0, 255.0, 419.0, 18.0], MaOBA_dYJp, 5762968]
[contact-info, [123.0, 273.0, 419.0, 18.0], MaOBA_dYJp, 5762968]
[contact-info, [123.0, 291.0, 419.0, 18.0], MaOBA_dYJp, 5762968]
[contact-info, [123.0, 309.0, 419.0, 18.0], MaOBA_dYJp, 5762968]
[contact-info, [556.0, 305.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 323.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 341.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 359.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 377.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 395.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [556.0, 413.0, 368.0, 18.0], GpZmZby3G4, 5762968]
[contact-info, [123.0, 349.0, 419.0, 18.0], ZlmXTUJU8Q, 5762968]
[contact-info, [123.0, 367.0, 419.0, 18.0], ZlmXTUJU8Q, 5762968]
[contact-info, [120.0, 401.0, 422.0, 18.0], 06uHVtChQx, 5762968]
[contact-info, [120.0, 419.0, 422.0, 18.0], 06uHVtChQx, 5762968]
[contact-info, [120.0, 437.0, 422.0, 18.0], 06uHVtChQx, 5762968]
[contact-info, [120.0, 455.0, 422.0, 18.0], 06uHVtChQx, 5762968]
[contact-info, [558.0, 442.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 460.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 478.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 496.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 514.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 532.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [558.0, 550.0, 368.0, 18.0], VZPfUpb8Pu, 5762968]
[contact-info, [120.0, 496.0, 425.0, 18.0], xc7TWChijh, 5762968]
[contact-info, [120.0, 514.0, 425.0, 18.0], xc7TWChijh, 5762968]
[contact-info, [120.0, 532.0, 425.0, 18.0], xc7TWChijh, 5762968]
[contact-info, [120.0, 550.0, 425.0, 18.0], xc7TWChijh, 5762968]
[contact-info, [119.0, 587.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [119.0, 605.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [119.0, 623.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [119.0, 641.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [119.0, 659.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [119.0, 677.0, 423.0, 18.0], s5XKvT-4FH, 5762968]
[contact-info, [556.0, 594.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[contact-info, [556.0, 612.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[contact-info, [556.0, 630.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[contact-info, [556.0, 648.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[contact-info, [556.0, 666.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[contact-info, [556.0, 684.0, 368.0, 18.0], myP-G1wwJu, 5762968]
[section-title, [343.0, 744.0, 383.0, 30.0], shoonya_2sN3R4FJ2XFR29, 5762968]
[paragraph, [144.0, 793.0, 781.0, 18.0], xe6bhG86uU, 5762968]
[paragraph, [144.0, 811.0, 781.0, 18.0], xe6bhG86uU, 5762968]
[paragraph, [144.0, 829.0, 781.0, 18.0], xe6bhG86uU, 5762968]
[paragraph, [144.0, 847.0, 781.0, 18.0], xe6bhG86uU, 5762968]
[paragraph, [144.0, 865.0, 781.0, 18.0], xe6bhG86uU, 5762968]
[contact-info, [244.0, 1190.0, 574.0, 18.0], ZI-9hnX4SU, 5762968]
[contact-info, [244.0, 1208.0, 574.0, 18.0], ZI-9hnX4SU, 5762968]
[contact-info, [244.0, 1226.0, 574.0, 18.0], ZI-9hnX4SU, 5762968]
[contact-info, [244.0, 1244.0, 574.0, 18.0], ZI-9hnX4SU, 5762968]
[website-link, [374.0, 1272.0, 316.0, 18.0], d2lgwXlKUc, 5762968]
