[1030, 675]
[chapter-title, [266.0, 67.0, 150.0, 30.0], shoonya_3s6FKNSR5Y37O2, 5776278]
[paragraph, [74.0, 109.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 127.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 145.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 163.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 181.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 199.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 217.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 235.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 253.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 271.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 289.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 307.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 325.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 343.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 361.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 379.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 397.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 415.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 433.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 451.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 469.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 487.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 505.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 523.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 541.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [74.0, 559.0, 526.0, 18.0], shoonya_1sJS3J4EEU6KLW, 5776278]
[paragraph, [70.0, 589.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 607.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 625.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 643.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 661.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 679.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 697.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 715.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 733.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 751.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 769.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 787.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 805.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 823.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 841.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 859.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 877.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 895.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
[paragraph, [70.0, 913.0, 526.0, 18.0], shoonya_0sYE5D9EGET21L, 5776278]
