[1387, 987]
[paragraph, [27.0, 91.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 109.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 127.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 145.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 163.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 181.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 199.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 217.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 235.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 253.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 271.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 289.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [27.0, 307.0, 909.0, 18.0], shoonya_0sDPLZ4STGE08S, 5651763]
[paragraph, [11.0, 330.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 348.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 366.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 384.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 402.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 420.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [11.0, 438.0, 940.0, 18.0], 79egQLGkAr, 5651763]
[paragraph, [35.0, 458.0, 789.0, 18.0], 0gjmTQlNWz, 5651763]
[paragraph, [35.0, 476.0, 789.0, 18.0], 0gjmTQlNWz, 5651763]
[paragraph, [35.0, 494.0, 789.0, 18.0], 0gjmTQlNWz, 5651763]
[paragraph, [45.0, 523.0, 752.0, 18.0], yYknQjRQyU, 5651763]
[paragraph, [45.0, 541.0, 752.0, 18.0], yYknQjRQyU, 5651763]
[paragraph, [45.0, 559.0, 752.0, 18.0], yYknQjRQyU, 5651763]
[paragraph, [41.0, 594.0, 638.0, 18.0], BgSJDlopqt, 5651763]
[paragraph, [41.0, 612.0, 638.0, 18.0], BgSJDlopqt, 5651763]
[paragraph, [41.0, 630.0, 638.0, 18.0], BgSJDlopqt, 5651763]
[paragraph, [62.0, 655.0, 623.0, 18.0], -ws2AiF72S, 5651763]
[paragraph, [62.0, 673.0, 623.0, 18.0], -ws2AiF72S, 5651763]
[paragraph, [62.0, 691.0, 623.0, 18.0], -ws2AiF72S, 5651763]
[paragraph, [62.0, 709.0, 623.0, 18.0], -ws2AiF72S, 5651763]
[paragraph, [82.0, 728.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [82.0, 746.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [82.0, 764.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [82.0, 782.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [82.0, 800.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [82.0, 818.0, 784.0, 18.0], f44Z2f4h7k, 5651763]
[paragraph, [41.0, 843.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 861.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 879.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 897.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 915.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 933.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 951.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 969.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 987.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1005.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1023.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1041.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1059.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1077.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
[paragraph, [41.0, 1095.0, 876.0, 18.0], p9QLBaA6bv, 5651763]
