[1492, 1000]
[folio, [408.0, 155.0, 204.0, 18.0], shoonya_0sLMC3F9RMSNK4, 5720881]
[paragraph, [147.0, 207.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 225.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 243.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 261.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 279.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 297.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 315.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 333.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 351.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 369.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 387.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 405.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 423.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 441.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[paragraph, [147.0, 459.0, 732.0, 18.0], EC4aJxJIDs, 5720881]
[chapter-title, [427.0, 551.0, 175.0, 30.0], Bsi_hA22qH, 5720881]
[section-title, [403.0, 592.0, 213.0, 30.0], Xt1XUvqy38, 5720881]
[paragraph, [144.0, 643.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 661.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 679.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 697.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 715.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 733.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 751.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 769.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 787.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 805.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 823.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 841.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 859.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 877.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 895.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 913.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 931.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 949.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 967.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 985.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1003.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1021.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1039.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1057.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1075.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1093.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1111.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1129.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1147.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1165.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1183.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1201.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1219.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1237.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1255.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1273.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1291.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
[paragraph, [144.0, 1309.0, 737.0, 18.0], shoonya_1s2IFI50YDD1D7, 5720881]
