[2200, 1700]
[paragraph, [141.0, 203.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 239.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 275.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 311.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 347.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 383.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 419.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 455.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 491.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 527.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 563.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [141.0, 599.0, 672.0, 36.0], shoonya_3sU4X6YV1YD521, 5752678]
[paragraph, [899.0, 209.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 245.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 281.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 317.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 353.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 389.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 425.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 461.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [899.0, 497.0, 659.0, 36.0], shoonya_7sQZIVY8M6ZZ3Q, 5752678]
[paragraph, [898.0, 574.0, 662.0, 36.0], MHEANVFeJg, 5752678]
[paragraph, [898.0, 610.0, 662.0, 36.0], MHEANVFeJg, 5752678]
[paragraph, [898.0, 646.0, 662.0, 36.0], MHEANVFeJg, 5752678]
[paragraph, [898.0, 682.0, 662.0, 36.0], MHEANVFeJg, 5752678]
[paragraph, [142.0, 663.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 699.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 735.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 771.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 807.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 843.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 879.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 915.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 951.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 987.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 1023.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[paragraph, [142.0, 1059.0, 680.0, 36.0], shoonya_0sN0K2QWMXDEPQ, 5752678]
[section-title, [889.0, 761.0, 202.0, 52.5], qzRLHzlFdg, 5752678]
[paragraph, [901.0, 862.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 898.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 934.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 970.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1006.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1042.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1078.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1114.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1150.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [901.0, 1186.0, 657.0, 36.0], shoonya_4sJ3XS7D4CJKX2, 5752678]
[paragraph, [140.0, 1133.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1169.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1205.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1241.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1277.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
[paragraph, [140.0, 1313.0, 661.0, 36.0], shoonya_2s0BAVNMPWAJU0, 5752678]
